decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
597,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Incidência sobre Aposentadoria, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,31/10/2024,04/12/2024,5088914-43.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\597.pdf
598,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,31/10/2024,18/03/2025,5088910-06.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\598.pdf
599,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"CPF/Cadastro de Pessoas Físicas, Obrigação Tributária, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO, Moléstia Profissional ou Doença Grave, Invalidez Permanente, Aposentadoria, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,31/10/2024,11/12/2024,5088885-90.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\599.pdf
600,RECURSO CÍVEL,Julgamento Principal,"Aplicação INPC/IPCA - Atualização FGTS, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,30/10/2024,04/02/2025,5088876-31.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\600.pdf
601,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,30/10/2024,26/02/2025,5088862-47.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\601.pdf
602,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,CYNTIA LEITE MARQUES,30/10/2024,26/11/2024,5088812-21.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\602.pdf
603,RECURSO CÍVEL,Julgamento Principal,"Imunidade, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,30/10/2024,19/02/2025,5088767-17.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\603.pdf
604,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Data de Início de Benefício (DIB), Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,FRANCISCO DE ASSIS BASILIO DE MORAES,30/10/2024,21/02/2025,5036035-68.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\604.pdf
605,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,30/10/2024,26/02/2025,5008640-86.2024.4.02.5103,outputs\runs\run-20260613T194355128632Z\data\decisions\605.pdf
606,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,30/10/2024,19/03/2025,5088636-42.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\606.pdf
607,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,MARCELO ENES FIGUEIRA,30/10/2024,24/02/2025,5088615-66.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\607.pdf
608,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,30/10/2024,19/02/2025,5088452-86.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\608.pdf
609,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Programas de Bolsas e Financiamento Estudantil com Recursos Públicos, PERMANÊNCIA, DIREITO À EDUCAÇÃO",JEF Recurso Cível,CYNTIA LEITE MARQUES,30/10/2024,10/12/2024,5088411-22.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\609.pdf
610,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,30/10/2024,25/03/2025,5088406-97.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\610.pdf
611,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,29/10/2024,26/02/2025,5088343-72.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\611.pdf
612,RECURSO CÍVEL,Embargos de Declaração,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,29/10/2024,18/03/2025,5088341-05.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\612.pdf
613,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,29/10/2024,28/01/2025,5088291-76.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\613.pdf
614,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,29/10/2024,19/03/2025,5088276-10.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\614.pdf
615,Cumprimento de Sentença contra Fazenda Pública (JEF),Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Tributária,CYNTIA LEITE MARQUES,29/10/2024,11/03/2025,5088200-83.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\615.pdf
616,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,29/10/2024,25/03/2025,5088150-57.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\616.pdf
617,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,29/10/2024,18/12/2024,5088135-88.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\617.pdf
618,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,29/10/2024,26/11/2024,5134125-39.2023.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\618.pdf
619,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,29/10/2024,05/11/2024,5122291-39.2023.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\619.pdf
620,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,29/10/2024,26/11/2024,5086800-68.2023.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\620.pdf
621,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,29/10/2024,05/02/2025,5010728-23.2022.4.02.5118,outputs\runs\run-20260613T194355128632Z\data\decisions\621.pdf
622,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Adicional de Insalubridade, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,29/10/2024,05/11/2024,5084830-67.2022.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\622.pdf
623,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,29/10/2024,25/03/2025,5087976-48.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\623.pdf
624,RECURSO CÍVEL,Embargos de Declaração,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,29/10/2024,25/03/2025,5087950-50.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\624.pdf
625,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,29/10/2024,18/03/2025,5087950-50.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\625.pdf
626,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Pensão por Morte (Art. 74/9), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Averbação/Cômputo de tempo de serviço urbano, Tempo de serviço, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,28/10/2024,14/11/2024,5000091-67.2022.4.02.5003,outputs\runs\run-20260613T194355128632Z\data\decisions\626.pdf
627,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Tributária,ADRIANA MENEZES DE REZENDE,28/10/2024,11/12/2024,5087851-80.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\627.pdf
628,RECURSO CÍVEL,Embargos de Declaração,"Atualização de Conta, PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,28/10/2024,11/02/2025,5087844-88.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\628.pdf
629,RECURSO CÍVEL,Julgamento Principal,"Atualização de Conta, PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,28/10/2024,28/01/2025,5087844-88.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\629.pdf
630,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,28/10/2024,05/11/2024,5087821-45.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\630.pdf
631,RECURSO CÍVEL,Julgamento Principal,"Gratificação Natalina/13º salário, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Indenização / Terço Constitucional, Férias, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,28/10/2024,25/03/2025,5087818-90.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\631.pdf
632,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,28/10/2024,27/11/2024,5087808-46.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\632.pdf
633,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,KELLY CRISTINA OLIVEIRA COSTA,28/10/2024,25/03/2025,5007442-14.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\633.pdf
634,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,28/10/2024,19/03/2025,5087713-16.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\634.pdf
635,RECURSO CÍVEL,Embargos de Declaração,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,28/10/2024,18/02/2025,5087669-94.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\635.pdf
636,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,28/10/2024,11/02/2025,5087669-94.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\636.pdf
637,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,28/10/2024,19/02/2025,5087661-20.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\637.pdf
638,RECURSO CÍVEL,Embargos de Declaração,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,28/10/2024,12/03/2025,5087661-20.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\638.pdf
639,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Transferência Discente, ACESSO, DIREITO À EDUCAÇÃO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,28/10/2024,03/12/2024,5087651-73.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\639.pdf
640,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CARLOS ALEXANDRE BENJAMIN,28/10/2024,19/03/2025,5087543-44.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\640.pdf
641,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,28/10/2024,25/03/2025,5087503-62.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\641.pdf
642,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Sistema Único de Saúde (SUS), Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,28/10/2024,12/02/2025,5087478-49.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\642.pdf
643,RECURSO CÍVEL,Julgamento Principal,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,27/10/2024,25/03/2025,5087443-89.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\643.pdf
644,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,MARCELO DA ROCHA ROSADO,27/10/2024,16/12/2024,5035576-66.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\644.pdf
645,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,LEONARDO MARQUES LESSA,27/10/2024,11/12/2024,5035577-51.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\645.pdf
646,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,FRANCISCO DE ASSIS BASILIO DE MORAES,27/10/2024,21/02/2025,5035575-81.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\646.pdf
647,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KELLY CRISTINA OLIVEIRA COSTA,27/10/2024,11/12/2024,5035574-96.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\647.pdf
648,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,FRANCISCO DE ASSIS BASILIO DE MORAES,27/10/2024,21/02/2025,5035573-14.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\648.pdf
649,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KELLY CRISTINA OLIVEIRA COSTA,27/10/2024,11/12/2024,5035572-29.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\649.pdf
650,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,PABLO COELHO CHARLES GOMES,27/10/2024,25/03/2025,5035571-44.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\650.pdf
651,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,LEONARDO MARQUES LESSA,27/10/2024,11/12/2024,5035570-59.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\651.pdf
652,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,27/10/2024,11/03/2025,5087424-83.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\652.pdf
653,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,KARLA NANCI GRANDO,27/10/2024,19/02/2025,5087422-16.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\653.pdf
654,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,27/10/2024,12/02/2025,5087414-39.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\654.pdf
655,RECURSO CÍVEL,Julgamento Principal,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,27/10/2024,19/12/2024,5087405-77.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\655.pdf
656,RECURSO CÍVEL,Embargos de Declaração,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,27/10/2024,28/01/2025,5087405-77.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\656.pdf
657,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,27/10/2024,18/03/2025,5087399-70.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\657.pdf
658,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,CYNTIA LEITE MARQUES,26/10/2024,26/11/2024,5087354-66.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\658.pdf
659,RECURSO CÍVEL,Julgamento Principal,"Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CARLA TERESA BONFADINI DE SA,25/10/2024,26/02/2025,5087326-98.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\659.pdf
660,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR",JEF Recurso Cível,MARCELO DA ROCHA ROSADO,25/10/2024,21/02/2025,5035548-98.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\660.pdf
661,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Adicional de Insalubridade, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, COVID-19, Questões de Alta Complexidade, Grande Impacto e Repercussão",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,25/10/2024,11/12/2024,5087184-94.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\661.pdf
662,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,25/10/2024,04/12/2024,5087164-06.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\662.pdf
663,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,25/10/2024,03/12/2024,5087069-73.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\663.pdf
664,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Deficiente, Benefício Assistencial (Art. 203,V CF/88), DIREITO ASSISTENCIAL",JEF Recurso Assistencial,ALEXANDRE DA SILVA ARRUDA,25/10/2024,20/02/2025,5087027-24.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\664.pdf
665,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,25/10/2024,18/03/2025,5087003-93.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\665.pdf
666,RECURSO CÍVEL,Julgamento Principal,"Cláusulas Abusivas, DIREITO DO CONSUMIDOR",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,25/10/2024,19/03/2025,5005055-84.2024.4.02.5116,outputs\runs\run-20260613T194355128632Z\data\decisions\666.pdf
