decisionId,temaTnu,action
840,101,NEGAR_SEGUIMENTO
1477,120,NEGAR_SEGUIMENTO
104,194,NEGAR_SEGUIMENTO
145,194,NEGAR_SEGUIMENTO
149,194,NEGAR_SEGUIMENTO
164,194,NEGAR_SEGUIMENTO
210,194,NEGAR_SEGUIMENTO
234,194,NEGAR_SEGUIMENTO
254,194,NEGAR_SEGUIMENTO
255,194,NEGAR_SEGUIMENTO
308,194,NEGAR_SEGUIMENTO
369,194,NEGAR_SEGUIMENTO
456,194,NEGAR_SEGUIMENTO
579,194,NEGAR_SEGUIMENTO
581,194,NEGAR_SEGUIMENTO
659,194,NEGAR_SEGUIMENTO
707,194,NEGAR_SEGUIMENTO
756,194,NEGAR_SEGUIMENTO
912,194,NEGAR_SEGUIMENTO
913,194,NEGAR_SEGUIMENTO
933,194,NEGAR_SEGUIMENTO
946,194,NEGAR_SEGUIMENTO
947,194,NEGAR_SEGUIMENTO
966,194,NEGAR_SEGUIMENTO
985,194,NEGAR_SEGUIMENTO
1002,194,NEGAR_SEGUIMENTO
1041,194,NEGAR_SEGUIMENTO
1053,194,NEGAR_SEGUIMENTO
1064,194,NEGAR_SEGUIMENTO
1085,194,NEGAR_SEGUIMENTO
1117,194,NEGAR_SEGUIMENTO
1140,194,NEGAR_SEGUIMENTO
1193,194,NEGAR_SEGUIMENTO
1200,194,NEGAR_SEGUIMENTO
1223,194,NEGAR_SEGUIMENTO
1224,194,NEGAR_SEGUIMENTO
1231,194,NEGAR_SEGUIMENTO
1234,194,NEGAR_SEGUIMENTO
1342,194,NEGAR_SEGUIMENTO
1385,194,NEGAR_SEGUIMENTO
1387,194,NEGAR_SEGUIMENTO
1415,194,NEGAR_SEGUIMENTO
1428,194,NEGAR_SEGUIMENTO
1431,194,NEGAR_SEGUIMENTO
1432,194,NEGAR_SEGUIMENTO
1662,194,NEGAR_SEGUIMENTO
1664,194,NEGAR_SEGUIMENTO
1667,194,NEGAR_SEGUIMENTO
1681,194,NEGAR_SEGUIMENTO
1695,194,NEGAR_SEGUIMENTO
1798,194,NEGAR_SEGUIMENTO
1799,194,NEGAR_SEGUIMENTO
1806,194,NEGAR_SEGUIMENTO
1808,194,NEGAR_SEGUIMENTO
1849,194,NEGAR_SEGUIMENTO
1904,194,NEGAR_SEGUIMENTO
1947,194,NEGAR_SEGUIMENTO
1971,194,NEGAR_SEGUIMENTO
244,27,NEGAR_SEGUIMENTO
669,27,NEGAR_SEGUIMENTO
1660,27,NEGAR_SEGUIMENTO
1900,27,NEGAR_SEGUIMENTO
239,164,NEGAR_SEGUIMENTO
485,81,NEGAR_SEGUIMENTO
856,81,NEGAR_SEGUIMENTO
1115,81,NEGAR_SEGUIMENTO
1645,81,NEGAR_SEGUIMENTO
11,194,NEGAR_SEGUIMENTO
69,194,NEGAR_SEGUIMENTO
81,194,NEGAR_SEGUIMENTO
86,194,NEGAR_SEGUIMENTO
105,194,NEGAR_SEGUIMENTO
138,194,NEGAR_SEGUIMENTO
165,194,NEGAR_SEGUIMENTO
172,194,NEGAR_SEGUIMENTO
182,194,NEGAR_SEGUIMENTO
198,194,NEGAR_SEGUIMENTO
211,194,NEGAR_SEGUIMENTO
223,194,NEGAR_SEGUIMENTO
236,194,NEGAR_SEGUIMENTO
257,194,NEGAR_SEGUIMENTO
281,194,NEGAR_SEGUIMENTO
284,194,NEGAR_SEGUIMENTO
288,194,NEGAR_SEGUIMENTO
316,194,NEGAR_SEGUIMENTO
317,194,NEGAR_SEGUIMENTO
327,194,NEGAR_SEGUIMENTO
331,194,NEGAR_SEGUIMENTO
335,194,NEGAR_SEGUIMENTO
342,194,NEGAR_SEGUIMENTO
364,194,NEGAR_SEGUIMENTO
372,194,NEGAR_SEGUIMENTO
374,194,NEGAR_SEGUIMENTO
376,194,NEGAR_SEGUIMENTO
377,194,NEGAR_SEGUIMENTO
379,194,NEGAR_SEGUIMENTO
384,194,NEGAR_SEGUIMENTO
399,194,NEGAR_SEGUIMENTO
453,194,NEGAR_SEGUIMENTO
460,194,NEGAR_SEGUIMENTO
464,194,NEGAR_SEGUIMENTO
482,194,NEGAR_SEGUIMENTO
512,194,NEGAR_SEGUIMENTO
515,194,NEGAR_SEGUIMENTO
535,194,NEGAR_SEGUIMENTO
541,194,NEGAR_SEGUIMENTO
542,194,NEGAR_SEGUIMENTO
575,194,NEGAR_SEGUIMENTO
577,194,NEGAR_SEGUIMENTO
582,194,NEGAR_SEGUIMENTO
601,194,NEGAR_SEGUIMENTO
608,194,NEGAR_SEGUIMENTO
611,194,NEGAR_SEGUIMENTO
627,194,NEGAR_SEGUIMENTO
634,194,NEGAR_SEGUIMENTO
652,194,NEGAR_SEGUIMENTO
653,194,NEGAR_SEGUIMENTO
654,194,NEGAR_SEGUIMENTO
657,194,NEGAR_SEGUIMENTO
671,194,NEGAR_SEGUIMENTO
672,194,NEGAR_SEGUIMENTO
678,194,NEGAR_SEGUIMENTO
688,194,NEGAR_SEGUIMENTO
701,194,NEGAR_SEGUIMENTO
753,194,NEGAR_SEGUIMENTO
760,194,NEGAR_SEGUIMENTO
769,194,NEGAR_SEGUIMENTO
780,194,NEGAR_SEGUIMENTO
804,194,NEGAR_SEGUIMENTO
806,194,NEGAR_SEGUIMENTO
815,194,NEGAR_SEGUIMENTO
819,194,NEGAR_SEGUIMENTO
825,194,NEGAR_SEGUIMENTO
828,194,NEGAR_SEGUIMENTO
830,194,NEGAR_SEGUIMENTO
838,194,NEGAR_SEGUIMENTO
841,194,NEGAR_SEGUIMENTO
843,194,NEGAR_SEGUIMENTO
849,194,NEGAR_SEGUIMENTO
853,194,NEGAR_SEGUIMENTO
855,194,NEGAR_SEGUIMENTO
861,194,NEGAR_SEGUIMENTO
862,194,NEGAR_SEGUIMENTO
867,194,NEGAR_SEGUIMENTO
884,194,NEGAR_SEGUIMENTO
886,194,NEGAR_SEGUIMENTO
895,194,NEGAR_SEGUIMENTO
904,194,NEGAR_SEGUIMENTO
941,194,NEGAR_SEGUIMENTO
945,194,NEGAR_SEGUIMENTO
980,194,NEGAR_SEGUIMENTO
982,194,NEGAR_SEGUIMENTO
983,194,NEGAR_SEGUIMENTO
984,194,NEGAR_SEGUIMENTO
992,194,NEGAR_SEGUIMENTO
1013,194,NEGAR_SEGUIMENTO
1037,194,NEGAR_SEGUIMENTO
1058,194,NEGAR_SEGUIMENTO
1069,194,NEGAR_SEGUIMENTO
1082,194,NEGAR_SEGUIMENTO
1090,194,NEGAR_SEGUIMENTO
1094,194,NEGAR_SEGUIMENTO
1095,194,NEGAR_SEGUIMENTO
1097,194,NEGAR_SEGUIMENTO
1099,194,NEGAR_SEGUIMENTO
1100,194,NEGAR_SEGUIMENTO
1106,194,NEGAR_SEGUIMENTO
1111,194,NEGAR_SEGUIMENTO
1126,194,NEGAR_SEGUIMENTO
1130,194,NEGAR_SEGUIMENTO
1137,194,NEGAR_SEGUIMENTO
1151,194,NEGAR_SEGUIMENTO
1178,194,NEGAR_SEGUIMENTO
1202,194,NEGAR_SEGUIMENTO
1209,194,NEGAR_SEGUIMENTO
1215,194,NEGAR_SEGUIMENTO
1216,194,NEGAR_SEGUIMENTO
1220,194,NEGAR_SEGUIMENTO
1221,194,NEGAR_SEGUIMENTO
1226,194,NEGAR_SEGUIMENTO
1227,194,NEGAR_SEGUIMENTO
1233,194,NEGAR_SEGUIMENTO
1238,194,NEGAR_SEGUIMENTO
1240,194,NEGAR_SEGUIMENTO
1252,194,NEGAR_SEGUIMENTO
1265,194,NEGAR_SEGUIMENTO
1266,194,NEGAR_SEGUIMENTO
1267,194,NEGAR_SEGUIMENTO
1272,194,NEGAR_SEGUIMENTO
1284,194,NEGAR_SEGUIMENTO
1285,194,NEGAR_SEGUIMENTO
1289,194,NEGAR_SEGUIMENTO
1293,194,NEGAR_SEGUIMENTO
1294,194,NEGAR_SEGUIMENTO
1307,194,NEGAR_SEGUIMENTO
1310,194,NEGAR_SEGUIMENTO
1315,194,NEGAR_SEGUIMENTO
1317,194,NEGAR_SEGUIMENTO
1326,194,NEGAR_SEGUIMENTO
1327,194,NEGAR_SEGUIMENTO
1328,194,NEGAR_SEGUIMENTO
1329,194,NEGAR_SEGUIMENTO
1330,194,NEGAR_SEGUIMENTO
1347,194,NEGAR_SEGUIMENTO
1353,194,NEGAR_SEGUIMENTO
1373,194,NEGAR_SEGUIMENTO
1378,194,NEGAR_SEGUIMENTO
1397,194,NEGAR_SEGUIMENTO
1399,194,NEGAR_SEGUIMENTO
1401,194,NEGAR_SEGUIMENTO
1416,194,NEGAR_SEGUIMENTO
1418,194,NEGAR_SEGUIMENTO
1420,194,NEGAR_SEGUIMENTO
1446,194,NEGAR_SEGUIMENTO
1447,194,NEGAR_SEGUIMENTO
1458,194,NEGAR_SEGUIMENTO
1463,194,NEGAR_SEGUIMENTO
1464,194,NEGAR_SEGUIMENTO
1466,194,NEGAR_SEGUIMENTO
1468,194,NEGAR_SEGUIMENTO
1469,194,NEGAR_SEGUIMENTO
1470,194,NEGAR_SEGUIMENTO
1474,194,NEGAR_SEGUIMENTO
1512,194,NEGAR_SEGUIMENTO
1513,194,NEGAR_SEGUIMENTO
1519,194,NEGAR_SEGUIMENTO
1526,194,NEGAR_SEGUIMENTO
1528,194,NEGAR_SEGUIMENTO
1530,194,NEGAR_SEGUIMENTO
1531,194,NEGAR_SEGUIMENTO
1532,194,NEGAR_SEGUIMENTO
1540,194,NEGAR_SEGUIMENTO
1542,194,NEGAR_SEGUIMENTO
1577,194,NEGAR_SEGUIMENTO
1581,194,NEGAR_SEGUIMENTO
1583,194,NEGAR_SEGUIMENTO
1584,194,NEGAR_SEGUIMENTO
1599,194,NEGAR_SEGUIMENTO
1608,194,NEGAR_SEGUIMENTO
1609,194,NEGAR_SEGUIMENTO
1610,194,NEGAR_SEGUIMENTO
1621,194,NEGAR_SEGUIMENTO
1646,194,NEGAR_SEGUIMENTO
1647,194,NEGAR_SEGUIMENTO
1649,194,NEGAR_SEGUIMENTO
1650,194,NEGAR_SEGUIMENTO
1651,194,NEGAR_SEGUIMENTO
1652,194,NEGAR_SEGUIMENTO
1654,194,NEGAR_SEGUIMENTO
1655,194,NEGAR_SEGUIMENTO
1666,194,NEGAR_SEGUIMENTO
1671,194,NEGAR_SEGUIMENTO
1673,194,NEGAR_SEGUIMENTO
1680,194,NEGAR_SEGUIMENTO
1696,194,NEGAR_SEGUIMENTO
1710,194,NEGAR_SEGUIMENTO
1722,194,NEGAR_SEGUIMENTO
1723,194,NEGAR_SEGUIMENTO
1725,194,NEGAR_SEGUIMENTO
1733,194,NEGAR_SEGUIMENTO
1741,194,NEGAR_SEGUIMENTO
1743,194,NEGAR_SEGUIMENTO
1747,194,NEGAR_SEGUIMENTO
1751,194,NEGAR_SEGUIMENTO
1752,194,NEGAR_SEGUIMENTO
1766,194,NEGAR_SEGUIMENTO
1784,194,NEGAR_SEGUIMENTO
1818,194,NEGAR_SEGUIMENTO
1820,194,NEGAR_SEGUIMENTO
1825,194,NEGAR_SEGUIMENTO
1829,194,NEGAR_SEGUIMENTO
1850,194,NEGAR_SEGUIMENTO
1851,194,NEGAR_SEGUIMENTO
1854,194,NEGAR_SEGUIMENTO
1856,194,NEGAR_SEGUIMENTO
1874,194,NEGAR_SEGUIMENTO
1884,194,NEGAR_SEGUIMENTO
1886,194,NEGAR_SEGUIMENTO
1887,194,NEGAR_SEGUIMENTO
1888,194,NEGAR_SEGUIMENTO
1893,194,NEGAR_SEGUIMENTO
1895,194,NEGAR_SEGUIMENTO
1921,194,NEGAR_SEGUIMENTO
1942,194,NEGAR_SEGUIMENTO
1945,194,NEGAR_SEGUIMENTO
1951,194,NEGAR_SEGUIMENTO
1958,194,NEGAR_SEGUIMENTO
1964,194,NEGAR_SEGUIMENTO
1968,194,NEGAR_SEGUIMENTO
1969,194,NEGAR_SEGUIMENTO
1,313,NEGAR_SEGUIMENTO
56,313,NEGAR_SEGUIMENTO
383,313,NEGAR_SEGUIMENTO
404,313,NEGAR_SEGUIMENTO
551,313,NEGAR_SEGUIMENTO
755,313,NEGAR_SEGUIMENTO
975,313,NEGAR_SEGUIMENTO
1207,313,NEGAR_SEGUIMENTO
1352,313,NEGAR_SEGUIMENTO
1392,313,NEGAR_SEGUIMENTO
1498,313,NEGAR_SEGUIMENTO
1524,313,NEGAR_SEGUIMENTO
1566,313,NEGAR_SEGUIMENTO
1625,313,NEGAR_SEGUIMENTO
1742,313,NEGAR_SEGUIMENTO
1855,313,NEGAR_SEGUIMENTO
1976,313,NEGAR_SEGUIMENTO
1395,293,NEGAR_SEGUIMENTO
898,164,NEGAR_SEGUIMENTO
899,164,NEGAR_SEGUIMENTO
1593,92,NEGAR_SEGUIMENTO
1448,182,NEGAR_SEGUIMENTO
496,224,NEGAR_SEGUIMENTO
497,224,NEGAR_SEGUIMENTO
1497,224,NEGAR_SEGUIMENTO
1596,224,NEGAR_SEGUIMENTO
1656,224,NEGAR_SEGUIMENTO
1920,224,NEGAR_SEGUIMENTO
344,258,NEGAR_SEGUIMENTO
563,224,NEGAR_SEGUIMENTO
948,224,NEGAR_SEGUIMENTO
1083,224,NEGAR_SEGUIMENTO
510,254,NEGAR_SEGUIMENTO
486,120,NEGAR_SEGUIMENTO
114,92,NEGAR_SEGUIMENTO
296,92,NEGAR_SEGUIMENTO
451,92,NEGAR_SEGUIMENTO
1183,94,NEGAR_SEGUIMENTO
1568,182,NEGAR_SEGUIMENTO
1594,258,NEGAR_SEGUIMENTO
397,183,NEGAR_SEGUIMENTO
1553,224,NEGAR_SEGUIMENTO
500,120,NEGAR_SEGUIMENTO
1380,224,NEGAR_SEGUIMENTO
1693,182,NEGAR_SEGUIMENTO
113,258,NEGAR_SEGUIMENTO
36,109,NEGAR_SEGUIMENTO
59,109,NEGAR_SEGUIMENTO
345,109,NEGAR_SEGUIMENTO
851,109,NEGAR_SEGUIMENTO
340,224,NEGAR_SEGUIMENTO
1131,182,NEGAR_SEGUIMENTO
1201,182,NEGAR_SEGUIMENTO
207,224,NEGAR_SEGUIMENTO
208,224,NEGAR_SEGUIMENTO
438,257,NEGAR_SEGUIMENTO
357,164,NEGAR_SEGUIMENTO
266,260,NEGAR_SEGUIMENTO
305,260,NEGAR_SEGUIMENTO
410,260,NEGAR_SEGUIMENTO
1750,224,NEGAR_SEGUIMENTO
169,90,NEGAR_SEGUIMENTO
243,90,NEGAR_SEGUIMENTO
1153,90,NEGAR_SEGUIMENTO
1788,182,NEGAR_SEGUIMENTO
1074,254,NEGAR_SEGUIMENTO
15,182,NEGAR_SEGUIMENTO
422,182,NEGAR_SEGUIMENTO
531,92,NEGAR_SEGUIMENTO
658,182,NEGAR_SEGUIMENTO
1031,92,NEGAR_SEGUIMENTO
1096,254,NEGAR_SEGUIMENTO
1155,92,NEGAR_SEGUIMENTO
1185,89,NEGAR_SEGUIMENTO
1260,182,NEGAR_SEGUIMENTO
1360,92,NEGAR_SEGUIMENTO
1441,92,NEGAR_SEGUIMENTO
1442,92,NEGAR_SEGUIMENTO
1600,182,NEGAR_SEGUIMENTO
1601,182,NEGAR_SEGUIMENTO
1740,92,NEGAR_SEGUIMENTO
1787,182,NEGAR_SEGUIMENTO
1943,92,NEGAR_SEGUIMENTO
1965,92,NEGAR_SEGUIMENTO
1972,182,NEGAR_SEGUIMENTO
1057,257,NEGAR_SEGUIMENTO
325,182,NEGAR_SEGUIMENTO
387,94,NEGAR_SEGUIMENTO
1482,182,NEGAR_SEGUIMENTO
341,10,NEGAR_SEGUIMENTO
392,10,NEGAR_SEGUIMENTO
845,10,NEGAR_SEGUIMENTO
1589,254,NEGAR_SEGUIMENTO
1994,10,NEGAR_SEGUIMENTO
628,224,NEGAR_SEGUIMENTO
629,224,NEGAR_SEGUIMENTO
745,224,NEGAR_SEGUIMENTO
894,224,NEGAR_SEGUIMENTO
1319,224,NEGAR_SEGUIMENTO
1320,224,NEGAR_SEGUIMENTO
1374,224,NEGAR_SEGUIMENTO
1400,224,NEGAR_SEGUIMENTO
1552,224,NEGAR_SEGUIMENTO
1830,224,NEGAR_SEGUIMENTO
1998,224,NEGAR_SEGUIMENTO
903,224,NEGAR_SEGUIMENTO
103,10,NEGAR_SEGUIMENTO
276,10,NEGAR_SEGUIMENTO
880,164,NEGAR_SEGUIMENTO
881,164,NEGAR_SEGUIMENTO
1086,89,NEGAR_SEGUIMENTO
1515,254,NEGAR_SEGUIMENTO
480,254,NEGAR_SEGUIMENTO
1643,101,NEGAR_SEGUIMENTO
30,84,NEGAR_SEGUIMENTO
71,71,NEGAR_SEGUIMENTO
72,84,NEGAR_SEGUIMENTO
173,84,NEGAR_SEGUIMENTO
181,84,NEGAR_SEGUIMENTO
336,84,NEGAR_SEGUIMENTO
491,84,NEGAR_SEGUIMENTO
492,84,NEGAR_SEGUIMENTO
494,84,NEGAR_SEGUIMENTO
495,84,NEGAR_SEGUIMENTO
503,84,NEGAR_SEGUIMENTO
511,84,NEGAR_SEGUIMENTO
548,84,NEGAR_SEGUIMENTO
588,84,NEGAR_SEGUIMENTO
591,84,NEGAR_SEGUIMENTO
594,84,NEGAR_SEGUIMENTO
595,84,NEGAR_SEGUIMENTO
612,84,NEGAR_SEGUIMENTO
613,84,NEGAR_SEGUIMENTO
624,84,NEGAR_SEGUIMENTO
625,84,NEGAR_SEGUIMENTO
635,84,NEGAR_SEGUIMENTO
636,84,NEGAR_SEGUIMENTO
637,84,NEGAR_SEGUIMENTO
638,84,NEGAR_SEGUIMENTO
640,84,NEGAR_SEGUIMENTO
665,84,NEGAR_SEGUIMENTO
684,84,NEGAR_SEGUIMENTO
685,84,NEGAR_SEGUIMENTO
686,84,NEGAR_SEGUIMENTO
725,84,NEGAR_SEGUIMENTO
728,84,NEGAR_SEGUIMENTO
729,84,NEGAR_SEGUIMENTO
730,84,NEGAR_SEGUIMENTO
877,84,NEGAR_SEGUIMENTO
887,84,NEGAR_SEGUIMENTO
905,84,NEGAR_SEGUIMENTO
907,84,NEGAR_SEGUIMENTO
908,84,NEGAR_SEGUIMENTO
909,84,NEGAR_SEGUIMENTO
910,84,NEGAR_SEGUIMENTO
923,84,NEGAR_SEGUIMENTO
924,84,NEGAR_SEGUIMENTO
926,84,NEGAR_SEGUIMENTO
930,84,NEGAR_SEGUIMENTO
956,84,NEGAR_SEGUIMENTO
995,84,NEGAR_SEGUIMENTO
996,84,NEGAR_SEGUIMENTO
1020,84,NEGAR_SEGUIMENTO
1034,84,NEGAR_SEGUIMENTO
1110,84,NEGAR_SEGUIMENTO
1244,84,NEGAR_SEGUIMENTO
1245,84,NEGAR_SEGUIMENTO
1253,84,NEGAR_SEGUIMENTO
1261,84,NEGAR_SEGUIMENTO
1262,84,NEGAR_SEGUIMENTO
1297,84,NEGAR_SEGUIMENTO
1298,84,NEGAR_SEGUIMENTO
1344,84,NEGAR_SEGUIMENTO
1345,84,NEGAR_SEGUIMENTO
1351,84,NEGAR_SEGUIMENTO
1440,84,NEGAR_SEGUIMENTO
1471,84,NEGAR_SEGUIMENTO
1483,84,NEGAR_SEGUIMENTO
1514,84,NEGAR_SEGUIMENTO
1547,84,NEGAR_SEGUIMENTO
1548,84,NEGAR_SEGUIMENTO
1560,84,NEGAR_SEGUIMENTO
1564,84,NEGAR_SEGUIMENTO
1565,84,NEGAR_SEGUIMENTO
1761,84,NEGAR_SEGUIMENTO
1765,84,NEGAR_SEGUIMENTO
1813,84,NEGAR_SEGUIMENTO
1858,84,NEGAR_SEGUIMENTO
1859,84,NEGAR_SEGUIMENTO
1892,84,NEGAR_SEGUIMENTO
10,254,NEGAR_SEGUIMENTO
13,92,NEGAR_SEGUIMENTO
14,92,NEGAR_SEGUIMENTO
19,92,NEGAR_SEGUIMENTO
63,92,NEGAR_SEGUIMENTO
83,92,NEGAR_SEGUIMENTO
88,92,NEGAR_SEGUIMENTO
95,92,NEGAR_SEGUIMENTO
123,92,NEGAR_SEGUIMENTO
133,92,NEGAR_SEGUIMENTO
136,92,NEGAR_SEGUIMENTO
137,92,NEGAR_SEGUIMENTO
142,92,NEGAR_SEGUIMENTO
143,92,NEGAR_SEGUIMENTO
147,92,NEGAR_SEGUIMENTO
152,92,NEGAR_SEGUIMENTO
153,92,NEGAR_SEGUIMENTO
154,92,NEGAR_SEGUIMENTO
156,92,NEGAR_SEGUIMENTO
159,92,NEGAR_SEGUIMENTO
161,92,NEGAR_SEGUIMENTO
162,92,NEGAR_SEGUIMENTO
167,92,NEGAR_SEGUIMENTO
179,92,NEGAR_SEGUIMENTO
188,92,NEGAR_SEGUIMENTO
189,92,NEGAR_SEGUIMENTO
215,92,NEGAR_SEGUIMENTO
224,92,NEGAR_SEGUIMENTO
237,92,NEGAR_SEGUIMENTO
240,92,NEGAR_SEGUIMENTO
259,92,NEGAR_SEGUIMENTO
268,92,NEGAR_SEGUIMENTO
270,92,NEGAR_SEGUIMENTO
272,92,NEGAR_SEGUIMENTO
273,92,NEGAR_SEGUIMENTO
275,92,NEGAR_SEGUIMENTO
280,92,NEGAR_SEGUIMENTO
289,92,NEGAR_SEGUIMENTO
292,92,NEGAR_SEGUIMENTO
307,92,NEGAR_SEGUIMENTO
311,92,NEGAR_SEGUIMENTO
314,92,NEGAR_SEGUIMENTO
350,92,NEGAR_SEGUIMENTO
352,92,NEGAR_SEGUIMENTO
362,92,NEGAR_SEGUIMENTO
367,92,NEGAR_SEGUIMENTO
380,92,NEGAR_SEGUIMENTO
402,92,NEGAR_SEGUIMENTO
414,92,NEGAR_SEGUIMENTO
415,92,NEGAR_SEGUIMENTO
417,92,NEGAR_SEGUIMENTO
424,92,NEGAR_SEGUIMENTO
432,92,NEGAR_SEGUIMENTO
433,92,NEGAR_SEGUIMENTO
436,92,NEGAR_SEGUIMENTO
439,92,NEGAR_SEGUIMENTO
440,92,NEGAR_SEGUIMENTO
442,92,NEGAR_SEGUIMENTO
458,92,NEGAR_SEGUIMENTO
463,92,NEGAR_SEGUIMENTO
471,92,NEGAR_SEGUIMENTO
483,92,NEGAR_SEGUIMENTO
501,89,NEGAR_SEGUIMENTO
514,92,NEGAR_SEGUIMENTO
516,92,NEGAR_SEGUIMENTO
529,92,NEGAR_SEGUIMENTO
568,92,NEGAR_SEGUIMENTO
606,92,NEGAR_SEGUIMENTO
610,92,NEGAR_SEGUIMENTO
614,92,NEGAR_SEGUIMENTO
641,92,NEGAR_SEGUIMENTO
676,92,NEGAR_SEGUIMENTO
677,92,NEGAR_SEGUIMENTO
692,92,NEGAR_SEGUIMENTO
702,92,NEGAR_SEGUIMENTO
703,92,NEGAR_SEGUIMENTO
704,92,NEGAR_SEGUIMENTO
705,92,NEGAR_SEGUIMENTO
738,92,NEGAR_SEGUIMENTO
739,92,NEGAR_SEGUIMENTO
740,92,NEGAR_SEGUIMENTO
744,92,NEGAR_SEGUIMENTO
747,92,NEGAR_SEGUIMENTO
749,92,NEGAR_SEGUIMENTO
754,92,NEGAR_SEGUIMENTO
758,92,NEGAR_SEGUIMENTO
759,92,NEGAR_SEGUIMENTO
763,92,NEGAR_SEGUIMENTO
765,92,NEGAR_SEGUIMENTO
801,92,NEGAR_SEGUIMENTO
805,92,NEGAR_SEGUIMENTO
1062,92,NEGAR_SEGUIMENTO
1333,182,NEGAR_SEGUIMENTO
116,109,NEGAR_SEGUIMENTO
326,109,NEGAR_SEGUIMENTO
359,109,NEGAR_SEGUIMENTO
365,109,NEGAR_SEGUIMENTO
389,109,NEGAR_SEGUIMENTO
395,109,NEGAR_SEGUIMENTO
400,109,NEGAR_SEGUIMENTO
401,109,NEGAR_SEGUIMENTO
447,109,NEGAR_SEGUIMENTO
468,109,NEGAR_SEGUIMENTO
469,109,NEGAR_SEGUIMENTO
481,109,NEGAR_SEGUIMENTO
798,109,NEGAR_SEGUIMENTO
799,109,NEGAR_SEGUIMENTO
802,109,NEGAR_SEGUIMENTO
820,109,NEGAR_SEGUIMENTO
823,109,NEGAR_SEGUIMENTO
824,109,NEGAR_SEGUIMENTO
916,109,NEGAR_SEGUIMENTO
918,109,NEGAR_SEGUIMENTO
919,109,NEGAR_SEGUIMENTO
953,109,NEGAR_SEGUIMENTO
2000,229,NEGAR_SEGUIMENTO
329,363,NEGAR_SEGUIMENTO
37,224,NEGAR_SEGUIMENTO
262,224,NEGAR_SEGUIMENTO
991,224,NEGAR_SEGUIMENTO
1133,224,NEGAR_SEGUIMENTO
1134,224,NEGAR_SEGUIMENTO
1537,224,NEGAR_SEGUIMENTO
1538,224,NEGAR_SEGUIMENTO
1712,224,NEGAR_SEGUIMENTO
1727,224,NEGAR_SEGUIMENTO
1831,224,NEGAR_SEGUIMENTO
1928,224,NEGAR_SEGUIMENTO
1948,224,NEGAR_SEGUIMENTO
1949,224,NEGAR_SEGUIMENTO
1954,224,NEGAR_SEGUIMENTO
1955,224,NEGAR_SEGUIMENTO
1985,224,NEGAR_SEGUIMENTO
246,229,NEGAR_SEGUIMENTO
301,254,NEGAR_SEGUIMENTO
309,254,NEGAR_SEGUIMENTO
682,254,NEGAR_SEGUIMENTO
687,254,NEGAR_SEGUIMENTO
726,254,NEGAR_SEGUIMENTO
746,254,NEGAR_SEGUIMENTO
850,254,NEGAR_SEGUIMENTO
955,254,NEGAR_SEGUIMENTO
1049,254,NEGAR_SEGUIMENTO
1050,254,NEGAR_SEGUIMENTO
1078,254,NEGAR_SEGUIMENTO
1080,254,NEGAR_SEGUIMENTO
1081,254,NEGAR_SEGUIMENTO
1143,254,NEGAR_SEGUIMENTO
1144,254,NEGAR_SEGUIMENTO
1181,254,NEGAR_SEGUIMENTO
1182,254,NEGAR_SEGUIMENTO
1318,254,NEGAR_SEGUIMENTO
1365,254,NEGAR_SEGUIMENTO
1909,254,NEGAR_SEGUIMENTO
1138,249,NEGAR_SEGUIMENTO
1713,94,NEGAR_SEGUIMENTO
876,182,NEGAR_SEGUIMENTO
507,93,NEGAR_SEGUIMENTO
1769,101,NEGAR_SEGUIMENTO
5,254,NEGAR_SEGUIMENTO
109,254,NEGAR_SEGUIMENTO
125,254,NEGAR_SEGUIMENTO
386,254,NEGAR_SEGUIMENTO
643,254,NEGAR_SEGUIMENTO
734,254,NEGAR_SEGUIMENTO
766,254,NEGAR_SEGUIMENTO
901,254,NEGAR_SEGUIMENTO
1128,254,NEGAR_SEGUIMENTO
1241,254,NEGAR_SEGUIMENTO
1242,254,NEGAR_SEGUIMENTO
1250,254,NEGAR_SEGUIMENTO
1295,254,NEGAR_SEGUIMENTO
1296,254,NEGAR_SEGUIMENTO
1619,254,NEGAR_SEGUIMENTO
1620,254,NEGAR_SEGUIMENTO
1665,254,NEGAR_SEGUIMENTO
1711,254,NEGAR_SEGUIMENTO
1978,254,NEGAR_SEGUIMENTO
1979,254,NEGAR_SEGUIMENTO
1198,313,NEGAR_SEGUIMENTO
96,260,NEGAR_SEGUIMENTO
348,260,NEGAR_SEGUIMENTO
411,260,NEGAR_SEGUIMENTO
430,260,NEGAR_SEGUIMENTO
465,260,NEGAR_SEGUIMENTO
537,260,NEGAR_SEGUIMENTO
668,260,NEGAR_SEGUIMENTO
736,260,NEGAR_SEGUIMENTO
767,164,NEGAR_SEGUIMENTO
795,260,NEGAR_SEGUIMENTO
836,260,NEGAR_SEGUIMENTO
848,260,NEGAR_SEGUIMENTO
878,260,NEGAR_SEGUIMENTO
1011,260,NEGAR_SEGUIMENTO
1022,260,NEGAR_SEGUIMENTO
1023,260,NEGAR_SEGUIMENTO
1403,260,NEGAR_SEGUIMENTO
1491,260,NEGAR_SEGUIMENTO
1816,260,NEGAR_SEGUIMENTO
92,99,NEGAR_SEGUIMENTO
97,99,NEGAR_SEGUIMENTO
793,99,NEGAR_SEGUIMENTO
1444,94,NEGAR_SEGUIMENTO
