ID DECISÃO TRF2,NUMERO PROCESSO,TEMA TNU,CONSONÂNCIA OU DISSONÂNCIA
410,5094659-04.2024.4.02.5101,"NENHUM TEMA
",
411,5038016-35.2024.4.02.5001,"NENHUM TEMA
",
412,5094646-05.2024.4.02.5101,303," 'CONSONANCIA'
"
413,5094644-35.2024.4.02.5101,283," 'CONSONANCIA'
"
414,5094634-88.2024.4.02.5101,364," 'CONSONANCIA'
"
415,5094624-44.2024.4.02.5101,24," 'CONSONANCIA'
"
416,5037990-37.2024.4.02.5001,"NENHUM TEMA
",
417,5094581-10.2024.4.02.5101,299," 'CONSONANCIA'
"
418,5094572-48.2024.4.02.5101,331," 'CONSONANCIA'
"
419,5094551-72.2024.4.02.5101,206," 'CONSONANCIA'
"
420,5094515-30.2024.4.02.5101,"NENHUM TEMA
",
421,5094469-41.2024.4.02.5101,235," 'CONSONANCIA'
"
422,5094400-09.2024.4.02.5101,329," 'CONSONANCIA'
"
423,5002808-66.2024.4.02.5105,"1.  **Análise da Decisão:**

    *   A decisão trata de um recurso cível sobre adicional de insalubridade para servidor público"," abordando a necessidade de prova pericial para determinar o grau de exposição a agentes nocivos durante a pandemia de COVID-19.

2.  **Busca no Arquivo CSV:**

    *   Verificando o arquivo `temas-tnu.csv`"
424,5002806-96.2024.4.02.5105,364," 'CONSONANCIA'
"
425,5040005-13.2023.4.02.5001,"NENHUM TEMA
",
426,5031852-25.2022.4.02.5001,"NENHUM TEMA
",
427,5094313-53.2024.4.02.5101,283," 'CONSONANCIA'
"
428,5006849-67.2024.4.02.5108,330," 'CONSONANCIA'
"
429,5094273-71.2024.4.02.5101,"NENHUM TEMA
",
430,5094263-27.2024.4.02.5101,"NENHUM TEMA
",
431,5094242-51.2024.4.02.5101,364," 'CONSONANCIA'
"
432,5094238-14.2024.4.02.5101,364," 'CONSONANCIA'
"
433,5094162-87.2024.4.02.5101,364," 'CONSONANCIA'
"
434,5094152-43.2024.4.02.5101,306," 'CONSONANCIA'
"
435,5094146-36.2024.4.02.5101,194," 'CONSONANCIA'
"
436,5010967-56.2024.4.02.5118,329," 'CONSONANCIA'
"
437,5093934-15.2024.4.02.5101,301," 'CONSONANCIA'
"
438,5093890-93.2024.4.02.5101,"326
",
439,5093885-71.2024.4.02.5101,356," 'CONSONANCIA'
"
440,5093855-36.2024.4.02.5101,364," 'CONSONANCIA'
"
441,5093814-69.2024.4.02.5101,"NENHUM TEMA
",
442,5012004-69.2024.4.02.5102,364," 'CONSONANCIA'
"
443,5093723-76.2024.4.02.5101,269," 'CONSONANCIA'
"
444,5093703-85.2024.4.02.5101,"NENHUM TEMA
",
445,5093692-56.2024.4.02.5101,36," 'CONSONANCIA'
"
446,5093675-20.2024.4.02.5101,"NENHUM TEMA
",
447,5093669-13.2024.4.02.5101,298," 'CONSONANCIA'
"
448,5093661-36.2024.4.02.5101,"NENHUM TEMA
",
449,5004651-60.2024.4.02.5107,294," 'CONSONANCIA'
"
450,5093651-89.2024.4.02.5101,"NENHUM TEMA
",
451,5010924-22.2024.4.02.5118,244," 'CONSONANCIA'
"
452,5093632-83.2024.4.02.5101,306," 'CONSONANCIA'
"
453,5093628-46.2024.4.02.5101,306," 'CONSONANCIA'
"
454,5093623-24.2024.4.02.5101,306," 'CONSONANCIA'
"
455,5093550-52.2024.4.02.5101,309," 'CONSONANCIA'
"
456,5093521-02.2024.4.02.5101,"NENHUM TEMA
",
457,5093468-21.2024.4.02.5101,"NENHUM TEMA
",
458,5093448-30.2024.4.02.5101,2," 'CONSONANCIA'
"
459,5093421-47.2024.4.02.5101,"329
",
460,5093405-93.2024.4.02.5101,306," 'CONSONANCIA'
"
461,5093299-34.2024.4.02.5101,329," 'CONSONANCIA'
"
462,5010879-18.2024.4.02.5118,"NENHUM TEMA
",
463,5010876-63.2024.4.02.5118,364," 'CONSONANCIA'
"
464,5037537-42.2024.4.02.5001,"329
",
465,5093202-34.2024.4.02.5101,341," 'CONSONANCIA'
"
466,5093200-64.2024.4.02.5101,328," 'CONSONANCIA'
"
467,5093185-95.2024.4.02.5101,329," 'CONSONANCIA'
"
468,5093183-28.2024.4.02.5101,"NENHUM TEMA
",
469,5093183-28.2024.4.02.5101,"329
",
470,5093177-21.2024.4.02.5101,306," 'CONSONANCIA'
"
471,5093165-07.2024.4.02.5101,364," 'CONSONANCIA'
"
472,5037478-54.2024.4.02.5001,302," 'CONSONANCIA'
"
473,5093083-73.2024.4.02.5101,"NENHUM TEMA
",
474,5093079-36.2024.4.02.5101,"NENHUM TEMA
",
475,5093035-17.2024.4.02.5101,283," 'CONSONANCIA'
"
476,5093033-47.2024.4.02.5101,306," 'CONSONANCIA'
"
477,5093026-55.2024.4.02.5101,306," 'CONSONANCIA'
"
478,5093016-11.2024.4.02.5101,"NENHUM TEMA
",
479,5093014-41.2024.4.02.5101,298," 'CONSONANCIA'
"
480,5093010-04.2024.4.02.5101,270," 'CONSONANCIA'
"
481,5092931-25.2024.4.02.5101,329," 'CONSONANCIA'
"
482,5092886-21.2024.4.02.5101,306," 'CONSONANCIA'
"
483,5092845-54.2024.4.02.5101,364," 'CONSONANCIA'
"
484,5092838-62.2024.4.02.5101,265," 'CONSONANCIA'
"
485,5037392-83.2024.4.02.5001,356," 'CONSONANCIA'
"
486,5092795-28.2024.4.02.5101,"NENHUM TEMA
",
487,5092768-45.2024.4.02.5101,306," 'CONSONANCIA'
"
488,5092721-71.2024.4.02.5101,"316
",
489,5092710-42.2024.4.02.5101,"NENHUM TEMA
",
490,5092664-53.2024.4.02.5101,"NENHUM TEMA
",
491,5092653-24.2024.4.02.5101,309," 'CONSONANCIA'
"
492,5092653-24.2024.4.02.5101,"NENHUM TEMA
",
493,5092636-85.2024.4.02.5101,205," 'CONSONANCIA'
"
494,5092618-64.2024.4.02.5101,344," 'CONSONANCIA'
"
495,5092618-64.2024.4.02.5101,"332
",
496,5092529-41.2024.4.02.5101,"NENHUM TEMA
",
497,5092529-41.2024.4.02.5101,"NENHUM TEMA
",
498,5092496-51.2024.4.02.5101,269," 'CONSONANCIA'
"
499,5092493-96.2024.4.02.5101,"NENHUM TEMA
",
500,5092462-76.2024.4.02.5101,"351
",
501,5092450-62.2024.4.02.5101,351," 'CONSONANCIA'
"
502,5092440-18.2024.4.02.5101,298," 'CONSONANCIA'
"
503,5092338-93.2024.4.02.5101,235," 'CONSONANCIA'
"
504,5010924-90.2022.4.02.5118,"NENHUM TEMA
",
505,5008748-03.2020.4.02.5121,"NENHUM TEMA
",
506,5092300-81.2024.4.02.5101,283," 'CONSONANCIA'
"
507,5011854-88.2024.4.02.5102,"NENHUM TEMA
",
508,5092202-96.2024.4.02.5101,183," 'CONSONANCIA'
"
509,5037207-45.2024.4.02.5001,"NENHUM TEMA
",
510,5005288-81.2024.4.02.5116,332," 'CONSONANCIA'
"
511,5092037-49.2024.4.02.5101,20," 'CONSONANCIA'
"
512,5092010-66.2024.4.02.5101,"NENHUM TEMA
",
513,5091934-42.2024.4.02.5101,"NENHUM TEMA
",
514,5091933-57.2024.4.02.5101,349," 'CONSONANCIA'
"
515,5091923-13.2024.4.02.5101,306," 'CONSONANCIA'
"
516,5091907-59.2024.4.02.5101,364," 'CONSONANCIA'
"
517,5091902-37.2024.4.02.5101,"NENHUM TEMA
",
518,5091903-22.2024.4.02.5101,"NENHUM TEMA
",
519,5091886-83.2024.4.02.5101,283," 'CONSONANCIA'
"
520,5091844-34.2024.4.02.5101,"NENHUM TEMA
",
521,5091836-57.2024.4.02.5101,"1.  **Análise da decisão:**

    *   **Tema:** A decisão trata de um recurso de medida cautelar sobre a liberação de valores do FGTS. O cerne da questão é a possibilidade de saque do FGTS para tratamento de saúde (problemas na coluna e problemas de saúde da esposa).
    *   **Verificação no `temas-tnu.csv`:**  Precisamos verificar se algum dos temas aborda especificamente a liberação do FGTS para tratamento médico.
    *   **Conclusão:** Dada a análise"," a decisão se encaixa no tema 46:  ""Saber se é taxativo o rol de hipóteses de levantamento de valores de FGTS.""

2.  **Análise da tese firmada:**

    *   **Tese Firmada:**  ""O rol de hipóteses de levantamento dos valores de FGTS é meramente exemplificativo"
522,5037092-24.2024.4.02.5001,258," 'CONSONANCIA'
"
523,5091755-11.2024.4.02.5101,308," 'CONSONANCIA'
"
524,5091746-49.2024.4.02.5101,"NENHUM TEMA
",
525,5091730-95.2024.4.02.5101,"127
",
526,5091722-21.2024.4.02.5101,"369
",
527,5091722-21.2024.4.02.5101,329," 'CONSONANCIA'
"
528,5091690-16.2024.4.02.5101,326," 'CONSONANCIA'
"
529,5010727-67.2024.4.02.5118,295," 'CONSONANCIA'
"
530,5010726-82.2024.4.02.5118,"1.  NENHUM TEMA
",
531,5011804-62.2024.4.02.5102,325," 'CONSONANCIA'
"
532,5091526-51.2024.4.02.5101,"NENHUM TEMA
",
533,5091522-14.2024.4.02.5101,24," 'CONSONANCIA'
"
534,5037015-15.2024.4.02.5001,"NENHUM TEMA
",
535,5091471-03.2024.4.02.5101,306," 'CONSONANCIA'
"
536,5091414-82.2024.4.02.5101,"NENHUM TEMA
",
537,5036960-64.2024.4.02.5001,"NENHUM TEMA
",
538,5091323-89.2024.4.02.5101,"329
",
539,5091222-52.2024.4.02.5101,100," 'CONSONANCIA'
"
540,5091185-25.2024.4.02.5101,206," 'CONSONANCIA'
"
541,5091180-03.2024.4.02.5101,306," 'CONSONANCIA'
"
542,5091142-88.2024.4.02.5101,273," 'CONSONANCIA'
"
543,5091136-81.2024.4.02.5101,"1.  Decisão se encaixa no tema 24.
Retorno: 24", 'CONSONANCIA'
544,5091090-92.2024.4.02.5101,356," 'DISSONANCIA'
"
545,5091066-64.2024.4.02.5101,270," 'CONSONANCIA'
"
546,5091066-64.2024.4.02.5101,"NENHUM TEMA
",
547,5091056-20.2024.4.02.5101,283," 'CONSONANCIA'
"
548,5091038-96.2024.4.02.5101,332," 'CONSONANCIA'
"
549,5090910-76.2024.4.02.5101,244," 'CONSONANCIA'
"
550,5090833-67.2024.4.02.5101,"NENHUM TEMA
",
551,5036702-54.2024.4.02.5001,201," 'CONSONANCIA'
"
552,5036696-47.2024.4.02.5001,"NENHUM TEMA
",
553,5090737-52.2024.4.02.5101,3," 'CONSONANCIA'
"
554,5090737-52.2024.4.02.5101,"NENHUM TEMA
",
555,5090729-75.2024.4.02.5101,"NENHUM TEMA
",
556,5090727-08.2024.4.02.5101,"NENHUM TEMA
",
557,5036688-70.2024.4.02.5001,299," 'CONSONANCIA'
"
558,5090674-27.2024.4.02.5101,"5090674-27.2024.4.02.5101/RJ

NENHUM TEMA
",
559,5090598-03.2024.4.02.5101,"NENHUM TEMA
",
560,5090593-78.2024.4.02.5101,306," 'CONSONANCIA'
"
561,5090584-19.2024.4.02.5101,"NENHUM TEMA
",
562,5074546-63.2023.4.02.5101,"NENHUM TEMA
",
563,5090540-97.2024.4.02.5101,"NENHUM TEMA
",
564,5090431-83.2024.4.02.5101,"NENHUM TEMA
",
565,5090424-91.2024.4.02.5101,325," 'CONSONANCIA'
"
566,5090401-48.2024.4.02.5101,306," 'CONSONANCIA'
"
567,5090287-12.2024.4.02.5101,"NENHUM TEMA
",
568,5090267-21.2024.4.02.5101,244," 'CONSONANCIA'
"
569,5090253-37.2024.4.02.5101,270," 'CONSONANCIA'
"
570,5090024-77.2024.4.02.5101,291," 'CONSONANCIA'
"
571,5008730-94.2024.4.02.5103,308," 'CONSONANCIA'
"
572,5090001-34.2024.4.02.5101,"NENHUM TEMA
",
573,5089993-57.2024.4.02.5101,314," 'CONSONANCIA'
"
574,5089985-80.2024.4.02.5101,294," 'CONSONANCIA'
"
575,5013055-91.2024.4.02.5110,306," 'CONSONANCIA'
"
576,5089819-48.2024.4.02.5101,360," 'CONSONANCIA'
"
577,5089816-93.2024.4.02.5101,321," 'CONSONANCIA'
"
578,5089773-59.2024.4.02.5101,270," 'CONSONANCIA'
"
579,5089746-76.2024.4.02.5101,306," 'CONSONANCIA'
"
580,5089730-25.2024.4.02.5101,316," 'CONSONANCIA'
"
581,5089727-70.2024.4.02.5101,306," 'CONSONANCIA'
"
582,5089726-85.2024.4.02.5101,298," 'CONSONANCIA'
"
583,5089722-48.2024.4.02.5101,298," 'CONSONANCIA'
"
584,5089722-48.2024.4.02.5101,324," 'CONSONANCIA'
"
585,5089622-93.2024.4.02.5101,129," 'CONSONANCIA'
"
586,5089494-73.2024.4.02.5101,316," 'CONSONANCIA'
"
587,5089486-96.2024.4.02.5101,316," 'CONSONANCIA'
"
588,5089421-04.2024.4.02.5101,283," 'CONSONANCIA'
"
589,5089359-61.2024.4.02.5101,"NENHUM TEMA
",
590,5089268-68.2024.4.02.5101,323," 'CONSONANCIA'
"
591,5089236-63.2024.4.02.5101,339," 'CONSONANCIA'
"
592,5013000-43.2024.4.02.5110,16," 'CONSONANCIA'
"
593,5089154-32.2024.4.02.5101,354," 'CONSONANCIA'
"
594,5002278-38.2024.4.02.5113,51," 'CONSONANCIA'
"
595,5002278-38.2024.4.02.5113,294," 'CONSONANCIA'
"
596,5089001-96.2024.4.02.5101,308," 'CONSONANCIA'
"
597,5088914-43.2024.4.02.5101,329," 'CONSONANCIA'
"
598,5088910-06.2024.4.02.5101,271," 'CONSONANCIA'
"
599,5088885-90.2024.4.02.5101,"NENHUM TEMA
",
600,5088876-31.2024.4.02.5101,328," 'CONSONANCIA'
"
601,5088862-47.2024.4.02.5101,"329
",
602,5088812-21.2024.4.02.5101,"NENHUM TEMA
",
603,5088767-17.2024.4.02.5101,298," 'CONSONANCIA'
"
604,5036035-68.2024.4.02.5001,329," 'CONSONANCIA'
"
605,5008640-86.2024.4.02.5103,308," 'CONSONANCIA'
"
606,5088636-42.2024.4.02.5101,309," 'CONSONANCIA'
"
607,5088615-66.2024.4.02.5101,315," 'CONSONANCIA'
"
608,5088452-86.2024.4.02.5101,306," 'CONSONANCIA'
"
609,5088411-22.2024.4.02.5101,"NENHUM TEMA
",
610,5088406-97.2024.4.02.5101,304," 'CONSONANCIA'
"
611,5088343-72.2024.4.02.5101,"363
",
612,5088341-05.2024.4.02.5101,351," 'CONSONANCIA'
"
613,5088291-76.2024.4.02.5101,362," 'CONSONANCIA'
"
614,5088276-10.2024.4.02.5101,364," 'CONSONANCIA'
"
615,5088200-83.2024.4.02.5101,306," 'CONSONANCIA'
"
616,5088150-57.2024.4.02.5101,206," 'DISSONANCIA'
"
617,5088135-88.2024.4.02.5101,244," 'CONSONANCIA'
"
618,5134125-39.2023.4.02.5101,320," 'CONSONANCIA'
"
619,5122291-39.2023.4.02.5101,"339
",
620,5086800-68.2023.4.02.5101,"NENHUM TEMA
",
621,5010728-23.2022.4.02.5118,331," 'CONSONANCIA'
"
622,5084830-67.2022.4.02.5101,269," 'CONSONANCIA'
"
623,5087976-48.2024.4.02.5101,316," 'CONSONANCIA'
"
624,5087950-50.2024.4.02.5101,196," 'CONSONANCIA'
"
625,5087950-50.2024.4.02.5101,332," 'CONSONANCIA'
"
626,5000091-67.2022.4.02.5003,"NENHUM TEMA
",
627,5087851-80.2024.4.02.5101,298," 'CONSONANCIA'
"
628,5087844-88.2024.4.02.5101,302," 'CONSONANCIA'
"
629,5087844-88.2024.4.02.5101,545," 'CONSONANCIA'
"
630,5087821-45.2024.4.02.5101,"NENHUM TEMA
",
631,5087818-90.2024.4.02.5101,309," 'CONSONANCIA'
"
632,5087808-46.2024.4.02.5101,2.  A análise da decisão indica que o caso envolve uma medida de urgência para o fornecimento de insulina e a discussão sobre a necessidade de um sensor Freestyle Libre. A decisão concede parcialmente a medida de urgência, determinando o fornecimento de insulina específica
633,5007442-14.2024.4.02.5006,306," 'CONSONANCIA'
"
634,5087713-16.2024.4.02.5101,306," 'CONSONANCIA'
"
635,5087669-94.2024.4.02.5101,"NENHUM TEMA
",
636,5087669-94.2024.4.02.5101,291," 'CONSONANCIA'
"
637,5087661-20.2024.4.02.5101,"1.  330
",
638,5087661-20.2024.4.02.5101,"NENHUM TEMA
",
639,5087651-73.2024.4.02.5101,"NENHUM TEMA
",
640,5087543-44.2024.4.02.5101,283," 'CONSONANCIA'
"
641,5087503-62.2024.4.02.5101,329," 'CONSONANCIA'
"
642,5087478-49.2024.4.02.5101,"NENHUM TEMA
",
643,5087443-89.2024.4.02.5101,332," 'CONSONANCIA'
"
644,5035576-66.2024.4.02.5001,"NENHUM TEMA
",
645,5035577-51.2024.4.02.5001,362," 'CONSONANCIA'
"
646,5035575-81.2024.4.02.5001,"NENHUM TEMA
",
647,5035574-96.2024.4.02.5001,356," 'CONSONANCIA'
"
648,5035573-14.2024.4.02.5001,"267
",
649,5035572-29.2024.4.02.5001,362," 'DISSONANCIA'
"
650,5035571-44.2024.4.02.5001,"332
",
651,5035570-59.2024.4.02.5001,334," 'CONSONANCIA'
"
652,5087424-83.2024.4.02.5101,298," 'CONSONANCIA'
"
653,5087422-16.2024.4.02.5101,306," 'CONSONANCIA'
"
654,5087414-39.2024.4.02.5101,"NENHUM TEMA
",
655,5087405-77.2024.4.02.5101,294," 'CONSONANCIA'
"
656,5087405-77.2024.4.02.5101,339," 'CONSONANCIA'
"
657,5087399-70.2024.4.02.5101,329," 'CONSONANCIA'
"
658,5087354-66.2024.4.02.5101,"NENHUM TEMA
",
659,5087326-98.2024.4.02.5101,298," 'CONSONANCIA'
"
660,5035548-98.2024.4.02.5001,331," 'CONSONANCIA'
"
661,5087184-94.2024.4.02.5101,363," 'CONSONANCIA'
"
662,5087164-06.2024.4.02.5101,"NENHUM TEMA
",
663,5087069-73.2024.4.02.5101,"NENHUM TEMA
",
664,5087027-24.2024.4.02.5101,"NENHUM TEMA
",
665,5087003-93.2024.4.02.5101,329," 'CONSONANCIA'
"
666,5005055-84.2024.4.02.5116,200," 'CONSONANCIA'
"
667,5086954-52.2024.4.02.5101,303," 'CONSONANCIA'
"
668,5086950-15.2024.4.02.5101,"NENHUM TEMA
",
669,5007363-35.2024.4.02.5006,358," 'CONSONANCIA'
"
670,5086858-37.2024.4.02.5101,329," 'CONSONANCIA'
"
671,5086826-32.2024.4.02.5101,64," 'CONSONANCIA'
"
672,5086803-86.2024.4.02.5101,205," 'CONSONANCIA'
"
673,5005046-25.2024.4.02.5116,"NENHUM TEMA
",
674,5086756-15.2024.4.02.5101,"NENHUM TEMA
",
675,5086749-23.2024.4.02.5101,"NENHUM TEMA
",
676,5086745-83.2024.4.02.5101,355," 'CONSONANCIA'
"
677,5086745-83.2024.4.02.5101,2," 'CONSONANCIA'
"
678,5086670-44.2024.4.02.5101,276," 'CONSONANCIA'
"
679,5086604-64.2024.4.02.5101,"NENHUM TEMA
",
680,5086555-23.2024.4.02.5101,"1.  **Análise da Decisão:**

    *   **TEMA:** Saúde - Fornecimento de Óleo Canabidiol para tratamento de TEA.
    *   **QUESTÃO SUBMETIDA A JULGAMENTO:** Impossibilidade de obrigar o Estado a custear ou fornecer tratamento de natureza experimental.
    *   **Tese:** A decisão de origem manteve a negativa de provimento ao recurso"," mantendo a decisão original.

2.  **Correspondência com Temas da TNU:**

    *   A decisão se encaixa no **Tema 500** do STF"
681,5086496-35.2024.4.02.5101,129," 'CONSONANCIA'
"
682,5086483-36.2024.4.02.5101,346," 'CONSONANCIA'
"
683,5086482-51.2024.4.02.5101,"1.  204
",
684,5086393-28.2024.4.02.5101,284," 'CONSONANCIA'
"
685,5086393-28.2024.4.02.5101,"NENHUM TEMA
",
686,5086393-28.2024.4.02.5101,283," 'CONSONANCIA'
"
687,5086386-36.2024.4.02.5101,339," 'CONSONANCIA'
"
688,5086385-51.2024.4.02.5101,354," 'CONSONANCIA'
"
689,5086262-53.2024.4.02.5101,"NENHUM TEMA
",
690,5086214-94.2024.4.02.5101,205," 'CONSONANCIA'
"
691,5086214-94.2024.4.02.5101,"1.  A decisão se encaixa no tema 20.
    Retorno: 20"," 'CONSONANCIA'
"
692,5004330-25.2024.4.02.5107,364," 'CONSONANCIA'
"
693,5086150-84.2024.4.02.5101,"362
",
694,5086123-04.2024.4.02.5101,"NENHUM TEMA
",
695,5035144-47.2024.4.02.5001,"NENHUM TEMA
",
696,5035141-92.2024.4.02.5001,325," 'CONSONANCIA'
"
697,5086051-17.2024.4.02.5101,329," 'CONSONANCIA'
"
698,5035139-25.2024.4.02.5001,291," 'CONSONANCIA'
"
699,5035135-85.2024.4.02.5001,"NENHUM TEMA
",
700,5035131-48.2024.4.02.5001,315," 'CONSONANCIA'
"
701,5086010-50.2024.4.02.5101,329," 'CONSONANCIA'
"
702,5085978-45.2024.4.02.5101,364," 'CONSONANCIA'
"
703,5085976-75.2024.4.02.5101,20," 'CONSONANCIA'
"
704,5003153-29.2024.4.02.5106,364," 'CONSONANCIA'
"
705,5085956-84.2024.4.02.5101,291," 'CONSONANCIA'
"
706,5085931-71.2024.4.02.5101,"NENHUM TEMA
",
707,5085916-05.2024.4.02.5101,329," 'CONSONANCIA'
"
708,5085848-55.2024.4.02.5101,283," 'CONSONANCIA'
"
709,5085844-18.2024.4.02.5101,317," 'CONSONANCIA'
"
710,5085835-56.2024.4.02.5101,"326
",
711,5085821-72.2024.4.02.5101,317," 'CONSONANCIA'
"
712,5085800-96.2024.4.02.5101,"NENHUM TEMA
",
713,5035036-18.2024.4.02.5001,"NENHUM TEMA
",
714,5035035-33.2024.4.02.5001,"NENHUM TEMA
",
715,5035038-85.2024.4.02.5001,"NENHUM TEMA
",
716,5035034-48.2024.4.02.5001,"NENHUM TEMA
",
717,5035033-63.2024.4.02.5001,"NENHUM TEMA
",
718,5035031-93.2024.4.02.5001,"NENHUM TEMA
",
719,5035032-78.2024.4.02.5001,362," 'CONSONANCIA'
"
720,5035030-11.2024.4.02.5001,332," 'CONSONANCIA'
"
721,5085753-25.2024.4.02.5101,331," 'CONSONANCIA'
"
722,5085750-70.2024.4.02.5101,"NENHUM TEMA
",
723,5085740-26.2024.4.02.5101,"NENHUM TEMA
",
724,5085735-04.2024.4.02.5101,"NENHUM TEMA
",
725,5085724-72.2024.4.02.5101,330," 'CONSONANCIA'
"
726,5085706-51.2024.4.02.5101,"NENHUM TEMA
",
727,5085692-67.2024.4.02.5101,"NENHUM TEMA
",
728,5085678-83.2024.4.02.5101,291," 'CONSONANCIA'
"
729,5085678-83.2024.4.02.5101,332," 'CONSONANCIA'
"
730,5085678-83.2024.4.02.5101,"364
",
731,5085662-32.2024.4.02.5101,354," 'CONSONANCIA'
"
732,5085598-22.2024.4.02.5101,"NENHUM TEMA
",
733,5085553-18.2024.4.02.5101,"NENHUM TEMA
",
734,5085551-48.2024.4.02.5101,340," 'CONSONANCIA'
"
735,5085531-57.2024.4.02.5101,300," 'CONSONANCIA'
"
736,5034914-05.2024.4.02.5001,"NENHUM TEMA
",
737,5085426-80.2024.4.02.5101,204," 'CONSONANCIA'
"
738,5085417-21.2024.4.02.5101,309," 'CONSONANCIA'
"
739,5085409-44.2024.4.02.5101,364," 'CONSONANCIA'
"
740,5085404-22.2024.4.02.5101,364," 'CONSONANCIA'
"
741,5085374-84.2024.4.02.5101,329," 'CONSONANCIA'
"
742,5034885-52.2024.4.02.5001,"NENHUM TEMA
",
743,5085361-85.2024.4.02.5101,"290
",
744,5085288-16.2024.4.02.5101,364," 'CONSONANCIA'
"
745,5085281-24.2024.4.02.5101,"NENHUM TEMA
",
746,5085220-66.2024.4.02.5101,339," 'CONSONANCIA'
"
747,5085206-82.2024.4.02.5101,190," 'CONSONANCIA'
"
748,5014171-19.2021.4.02.5117,"NENHUM TEMA
",
749,5085013-67.2024.4.02.5101,364," 'CONSONANCIA'
"
750,5085011-97.2024.4.02.5101,"NENHUM TEMA
",
751,5001977-38.2022.4.02.5121,2," 'CONSONANCIA'
"
752,5007688-05.2023.4.02.5116,"NENHUM TEMA
",
753,5084814-45.2024.4.02.5101,"NENHUM TEMA
",
754,5002726-08.2024.4.02.5114,299," 'CONSONANCIA'
"
755,5084811-90.2024.4.02.5101,"NENHUM TEMA
",
756,5084754-72.2024.4.02.5101,306," 'CONSONANCIA'
"
757,5084681-03.2024.4.02.5101,"NENHUM TEMA
",
758,5085795-74.2024.4.02.5101,276," 'CONSONANCIA'
"
759,5084615-23.2024.4.02.5101,248," 'CONSONANCIA'
"
760,5084403-02.2024.4.02.5101,"NENHUM TEMA
",
761,5084114-69.2024.4.02.5101,321," 'CONSONANCIA'
"
762,5084063-58.2024.4.02.5101,"NENHUM TEMA
",
763,5083998-63.2024.4.02.5101,369," 'CONSONANCIA'
"
764,5083874-80.2024.4.02.5101,"NENHUM TEMA
",
765,5083738-83.2024.4.02.5101,309," 'CONSONANCIA'
"
766,5083722-32.2024.4.02.5101,316," 'CONSONANCIA'
"
767,5002014-64.2023.4.02.5110,"NENHUM TEMA
",
768,5083470-29.2024.4.02.5101,2," 'CONSONANCIA'
"
769,5083466-89.2024.4.02.5101,306," 'CONSONANCIA'
"
770,5083438-24.2024.4.02.5101,298," 'CONSONANCIA'
"
771,5083438-24.2024.4.02.5101,"329
",
772,5034452-48.2024.4.02.5001,3," 'CONSONANCIA'
"
773,5083423-55.2024.4.02.5101,308," 'CONSONANCIA'
"
774,5083423-55.2024.4.02.5101,363," 'CONSONANCIA'
"
775,5006225-18.2024.4.02.5108,271," 'DISSONANCIA'
"
776,5083407-04.2024.4.02.5101,357," 'CONSONANCIA'
"
777,5083402-79.2024.4.02.5101,316," 'CONSONANCIA'
"
778,5083393-20.2024.4.02.5101,303," 'CONSONANCIA'
"
779,5083391-50.2024.4.02.5101,303," 'CONSONANCIA'
"
780,5083388-95.2024.4.02.5101,331," 'CONSONANCIA'
"
781,5083316-11.2024.4.02.5101,330," 'CONSONANCIA'
"
782,5083242-54.2024.4.02.5101,360," 'CONSONANCIA'
"
783,5083228-70.2024.4.02.5101,"NENHUM TEMA
",
784,5083220-93.2024.4.02.5101,306," 'CONSONANCIA'
"
785,5006629-33.2024.4.02.5120,314," 'CONSONANCIA'
"
786,5083204-42.2024.4.02.5101,"NENHUM TEMA
",
787,5083191-43.2024.4.02.5101,"NENHUM TEMA
",
788,5083117-86.2024.4.02.5101,303," 'CONSONANCIA'
"
789,5083104-87.2024.4.02.5101,"NENHUM TEMA
",
790,5083071-97.2024.4.02.5101,283," 'CONSONANCIA'
"
791,5083070-15.2024.4.02.5101,200," 'CONSONANCIA'
"
792,5083049-39.2024.4.02.5101,362," 'CONSONANCIA'
"
793,5083031-18.2024.4.02.5101,3," 'CONSONANCIA'
"
794,5083005-20.2024.4.02.5101,"NENHUM TEMA
",
795,5082954-09.2024.4.02.5101,"NENHUM TEMA
",
796,5082863-16.2024.4.02.5101,298," 'CONSONANCIA'
"
797,5082822-49.2024.4.02.5101,"1. 192
",
798,5082818-12.2024.4.02.5101,"NENHUM TEMA
",
799,5082818-12.2024.4.02.5101,"329
",
800,5082797-36.2024.4.02.5101,"NENHUM TEMA
",
801,5082792-14.2024.4.02.5101,"328
",
802,5082770-53.2024.4.02.5101,"NENHUM TEMA
",
803,5082711-65.2024.4.02.5101,"58
",
804,5082631-04.2024.4.02.5101,306," 'CONSONANCIA'
"
805,5082630-19.2024.4.02.5101,364," 'CONSONANCIA'
"
806,5008047-15.2024.4.02.5117,306," 'CONSONANCIA'
"
807,5082609-43.2024.4.02.5101,"NENHUM TEMA
",
808,5082609-43.2024.4.02.5101,"NENHUM TEMA
",
809,5082595-59.2024.4.02.5101,"NENHUM TEMA
",
810,5082585-15.2024.4.02.5101,"NENHUM TEMA
",
811,5082586-97.2024.4.02.5101,"355
",
812,5006540-10.2024.4.02.5120,"NENHUM TEMA
",
813,5082536-71.2024.4.02.5101,"NENHUM TEMA
",
814,5082477-83.2024.4.02.5101,"NENHUM TEMA
",
815,5082438-86.2024.4.02.5101,298," 'CONSONANCIA'
"
