temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
79,Julgado,DIREITO TRIBUTÁRIO,Saber se incide Imposto de Renda sobre o adicional de transferência.,"Incide Imposto de Renda sobre o adicional de transferência, previsto no art. 469, § 3º, da CLT, em face de sua natureza remuneratória.",PEDILEF 2010.70.62.000859-0/ PR,11/09/2012,Juiz Federal Alcides Saldanha Lima,11/09/2012,05/10/2012,23/10/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-79.pdf
80,Julgado,DIREITO TRIBUTÁRIO,"Saber a natureza da contribuição ao FUSEX, bem como incidência sobre os valores pagos por anistia.","A contribuição devida ao FUSEX possui natureza tributária, incidindo o art. 9º da Lei n. 10.559/2002, razão pela qual não incide sobre os valores pagos por anistia.",PEDILEF 2008.70.50.027015-7/ PR,16/08/2012,Juiz Federal Adel Américo de Oliveira,16/08/2012,05/10/2012,23/10/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-80.pdf
81,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o prazo do art. 74, II, da Lei n. 8.213/91, referente ao benefício de pensão por morte, aplica-se aos menores impúberes.","Contra os menores impúberes não corre o prazo do art. 74, II, da Lei n. 8.213/91 (art. 198, I, CC/02), devendo o benefício de pensão por morte ser deferido a partir do óbito do instituidor, observada sua quota parte e também a disposição do artigo 77, §1º da Lei n. 8.213/91.",PEDILEF 0508581-62.2007.4.05.8200/ PB,16/08/2012,Juiz Federal Antônio Fernando Schenkel do Amaral e Silva,16/08/2012,11/10/2012,30/10/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-81.pdf
82,Julgado,DIREITO ADMINISTRATIVO,Saber se a impugnação referente a ato de progressão/promoção de servidor público se sujeita ao prazo decadencial do art. 1° do Decreto n. 20.910/32.,"A progressão/promoção de servidor público constitui ato único de efeito concreto, sendo o prazo decadencial para sua impugnação de 05 (cinco) anos (Decreto n. 20.910/32, art. 1º), contados a partir de sua publicação.",PEDILEF 2009.72.50.002288-2/ SC,09/08/2012,Juiz Federal Alcides Saldanha Lima,17/10/2012,17/10/2012,03/11/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-82.pdf
83,Julgado,DIREITO ADMINISTRATIVO,"Saber se o reconhecimento da dívida, em sede administrativa, antes de consumada a prescrição, interrompe o respectivo curso.","O reconhecimento da dívida em sede administrativa antes de consumada a prescrição interrompe o seu curso, ficando o prazo suspenso até que ocorra o pagamento ou até que o devedor pratique ato que configure resistência em quitar a dívida, quando recomeçará a correr, pela metade (Decreto n. 20.910/32, art. 9º).",PEDILEF 2009.71.69.001108-4/ RS,17/10/2012,Juiz Federal Janilson Bezerra de Siqueira,17/10/2012,26/10/2012,13/11/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-83.pdf
84,Julgado (Representativo Prejudicado),DIREITO ADMINISTRATIVO,"Saber se é devido o pagamento de abono de permanência no período anterior à manifestação expressa do servidor de opção pela permanência em serviço, quando reunidos os requisitos necessários à aposentadoria voluntária.",PEDILEF não conhecido por aplicação da Questão de Ordem n. 10 da TNU.,PEDILEF 2010.71.50.031885-0/ RS,02/08/2012,Juíza Federal Marisa Cláudia Gonçalves Cucio,17/10/2012,26/10/2012,06/08/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-84.pdf
85,Julgado,DIREITO PREVIDENCIÁRIO,Saber se é possível cumulação de auxílio-acidente e de aposentadoria por invalidez.,A cumulação de auxílio-acidente com aposentadoria somente é possível quando a eclosão da lesão incapacitante que ensejou aquele primeiro benefício e o início daquele segundo tenham ocorrido antes da alteração do art. 86 da Lei n. 8.213/91 pela Lei n. 9.528/97.,PEDILEF 2008.71.60.002693-3/ RS,17/10/2012,Juiz Federal Adel Américo de Oliveira,17/10/2012,26/10/2012,13/11/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-85.pdf
86,Julgado,DIREITO PREVIDENCIÁRIO,Saber se o requerimento tardio prejudica o direito do absolutamente incapaz à percepção integral do benefício.,"O requerimento tardio não prejudica o direito do absolutamente incapaz à percepção integral do benefício, a partir da data do óbito, enquanto não sobrevier a habilitação de dependente de outra classe.",PEDILEF 2010.72.54.002923-3/ SC,11/09/2012,Juiz Federal Alcides Saldanha Lima,11/09/2012,26/10/2012,13/11/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-86.pdf
87,Julgado (Revisado pelo Tema 128),DIREITO PREVIDENCIÁRIO,Saber se é possível o reconhecimento das condições especiais do labor do vigilante armado após o advento do Decreto n. 2.172/97.,"É possível o reconhecimento de tempo especial prestado com exposição ao agente nocivo periculosidade, na atividade de vigilante, em data posterior à vigência do Decreto n. 2.172/92, de 05/03/1997, desde que laudo técnico (ou elemento material equivalente) comprove a permanente exposição à atividade nociva, com o uso de arma de fogo. Vide Tema 128 (em revisão pelo Tema 1031/STJ).",PEDILEF 2009.72.60.000443-9/ SC,17/10/2012,Juiz Federal Vladimir Santos Vitovsky,17/10/2012,09/11/2012,27/11/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-87.pdf
88,Cancelado - PEDILEF 5007148-71.2014.4.04.7102/RS,DIREITO PREVIDENCIÁRIO,Saber se o rol do art. 186 da Lei n. 8.112/1990 é taxativo ou exemplificativo.,"Tese anterior revisada pelo Tema 524/STF, o qual firmou a seguinte tese: A concessão de aposentadoria de servidor público por invalidez com proventos integrais exige que a doença incapacitante esteja prevista em rol taxativo da legislação de regência.",PEDILEF 5007148-71.2014.4.04.7102/RS Numeração antiga: 2010.71.52.007392-5/RS,14/11/2012,Juíza Federal Marisa Cláudia Gonçalves Cucio,14/11/2012,30/11/2012 25/04/2019 - numeração nova (5007148-71.2014.4.04.7102/RS),10/06/2019 - PEDILEF 5007148-71.2014.4.04.7102/RS,outputs\runs\run-20260614T135519671765Z\data\themes\tema-88.pdf
89,Julgado,DIREITO TRIBUTÁRIO,Saber qual o prazo prescricional da pretensão de cobrança de honorários periciais contra a Fazenda Pública.,"O prazo prescricional da pretensão à cobrança de honorários periciais contra a Fazenda Pública é de cinco anos (Decreto n. 20.910/32, art. 1º), afastando-se a aplicação do prazo prescricional do Código Civil.",PEDILEF 2008.71.50.015818-9/ RS,14/11/2012,Juiz Federal Rogério Moreira Alves,14/11/2012,30/11/2012,18/12/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-89.pdf
90,Julgado,DIREITO PROCESSUAL CIVIL,"Saber se é possível aplicar orientação firmada pelo STF, no RE 597389/SP, aos casos onde já há coisa julgada.","Não se aplica orientação firmada no RE 597389/SP , no cálculo dos benefícios concedidos antes da n. Lei 9.032/95, cujas sentenças transitaram em julgado quando pronunciamento do STF, ressalvado os casos previstos no art. 475, ""l"", parágrafo 1º, do CPC revogado. Vide Tema 28.",PEDILEF 2008.32.00.702790-2/ AM,24/11/2011,Juíza Federal Vanessa Vieira de Mello,24/11/2011,19/12/2012,26/11/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-90.pdf
91,Julgado,DIREITO TRIBUTÁRIO,Saber se a isenção do imposto de renda beneficia os ex-combatentes em gozo de aposentadoria especial.,"A isenção do imposto de renda beneficia apenas os ex-combatentes cuja pensão especial seja decorrente de incapacidade ou invalidez, não atingindo a aposentadoria especial concedida nos termos no art. 53, II, do ADCT/88.",PEDILEF 2010.71.65.001556-1/ RS,06/12/2012,Juiz Federal Gláucio Ferreira Maciel Gonçalves,06/12/2012,07/01/2013,25/01/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-91.pdf
92,Julgado,DIREITO ADMINISTRATIVO,"Saber se o fornecimento de hospedagem e alimentação pelo ente público, sem a ocorrência de despesas com deslocamento urbano, afasta o direito ao recebimento das diárias por servidor público.","É devido o pagamento de meia diária ao servidor que, afastado de sua sede de serviço, tiver despesas extraordinárias tais como alimentação, deslocamento e hospedagem, custeadas com recursos públicos.",PEDILEF 2008.71.52.002370-8/ RS,11/09/2012,Juiz Federal Gláucio Ferreira Maciel Gonçalves,11/09/2012,01/02/2013,19/02/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-92.pdf
93,Julgado,DIREITO PREVIDENCIÁRIO,"Saber a partir de quando é devido pagamento do benefício de aposentadoria por tempo de contribuição, quando a natureza especial das atividades reconhecidas somente foi constatada após a juntada de laudo pericial na via judicial.","Inteligência da Súmula 33 da TNU: Quando o segurado houver preenchido os requisitos legais para concessão da aposentadoria por tempo de serviço na data do requerimento administrativo, esta data será o termo inicial da concessão do benefício.",PEDILEF 0028122-71.2004.4.03.6302/ SP,06/12/2012,Juiz Federal Adel Américo de Oliveira,06/12/2012,01/02/2013,19/02/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-93.pdf
94,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o rito da Lei n. 10.259/2001 pode ser aplicado no âmbito dos juizados especiais estaduais para julgamento das ações previdenciárias, em razão da competência delegada (CF/88 art. 109, § 3º).","É absoluta a incompetência do Juizado Especial Cível Estadual para o processamento e julgamento das causas previdenciárias, por expressa vedação legal à aplicação da Lei n. 10.259/2001 no âmbito do juízo estadual.",PEDILEF 2005.37.00.749443-3/ MA,17/10/2012,Juiz Federal Herculano Martins Nacif,17/10/2012,08/02/2013,15/04/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-94.pdf
95,Julgado (RE 566.621/ RS),DIREITO TRIBUTÁRIO,Saber se há aplicação do art. 3º da Lei Complementar n. 118/2005 às ações ajuizadas após 09/06/2005.,"Para as ações ajuizadas a partir de 9/6/2005, aplica-se o art. 3º da Lei Complementar n. 118/2005, contando-se o prazo prescricional dos tributos sujeitos a lançamento por homologação em cinco anos a partir do pagamento antecipado de que trata o art. 150, §1º, do CTN. Vide RE 566.621/ RS - repercussão geral.",PEDILEF 2008.51.53.003747-3/ RJ,17/10/2012,Juiz Federal Vladimir Santos Vitovsky,17/10/2012,08/02/2013,27/02/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-95.pdf
96,Julgado,DIREITO ADMINISTRATIVO,Saber se o aumento do vencimento básico implica consequente majoração do adicional de insalubridade.,"Não se aplicam, à parcela do adicional de insalubridade ou de periculosidade transformada em vantagem pessoal nominalmente identificada na forma da Lei nº 8.270/91, os índices de revisão geral de remuneração dos servidores públicos.",PEDILEF 2006.71.52.002082-6/ RS,20/02/2013,Juiz Federal Rogério Moreira Alves,20/02/2013,01/03/2013,18/03/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-96.pdf
97,Julgado,DIREITO TRIBUTÁRIO,Saber se a União tem legitimidade passiva nas ações de repetição de indébito de contribuição previdenciária devida por servidor público vinculado à autarquia federal.,A União é parte legítima passiva para responder às ações com pedido de repetição de indébito de contribuição previdenciária de servidor público.,PEDILEF 0000734-43.2011.4.01.9330/ BA,08/03/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,08/03/2013,22/03/2013,08/05/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-97.pdf
98,Julgado,DIREITO TRIBUTÁRIO,"Saber se incide contribuição previdenciária sobre férias de trabalhador avulso, verba de natureza indenizatória.","É excepcional a natureza indenizatória das férias de trabalhador avulso, a qual deve ser comprovada pela parte autora. Caso não o faça, se presume as goze anualmente, ocasião em que incide contribuição previdenciária.",PEDILEF 0031579-43.2010.4.01.3300/ BA,20/02/2013,Relator para o acórdão Juiz Federal Luiz Claudio Flores da Cunha,20/02/2013,12/04/2013,16/06/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-98.pdf
99,Julgado (Súmula vinculante 3),DIREITO ADMINISTRATIVO,Saber quando se inicia o prazo decadencial para o servidor publico questionar o ato de concessão de aposentadoria.,"O prazo decadencial de cinco anos previsto no art. 54 da Lei n. 9.784/99 para alterar ato de aposentadoria de servidor público se inicia a partir do registro do ato no Tribunal de Contas, não do ato de concessão expedido pelo órgão a que estava vinculado.",PEDILEF 2009.72.61.000746-2/ SC,17/04/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,17/04/2013,23/04/2013,29/04/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-99.pdf
100,Julgado,DIREITO PREVIDENCIÁRIO,Saber se há necessidade de demonstração de habitualidade e permanência para enquadrar atividades de limpeza e de serviços gerais em ambiente hospitalar.,"O código 1.3.2 do quadro anexo ao Decreto n. 53.831/64, além dos profissionais da área da saúde, contempla os trabalhadores que exercem atividades de serviços gerais em limpeza e higienização de ambientes hospitalares (Súmula 82 da TNU). Vide Tema 238/TNU.",PEDILEF 5002734-80.2012.4.04.7011/ PR,17/04/2013,Juíza Federal Kyu Soon Lee,17/04/2013,23/04/2013,08/05/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-100.pdf
101,Julgado,DIREITO ADMINISTRATIVO,Saber qual o termo inicial da prescrição do fundo de direito nos casos de revisão de aposentadoria de servidor público.,"A prescrição do fundo de direito nos casos em que houver pretensão de revisão do ato de aposentadoria de servidor público, com inclusão de tempo de serviço insalubre, decorre em cinco anos contados a partir do ato da concessão. Vide Tema 99.",PEDILEF 2006.51.51.056245-0/ RJ,11/05/2011,Juiz Federal Paulo Ricardo Arena Filho,17/04/2013,23/04/2013,09/05/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-101.pdf
102,Julgado,DIREITO PREVIDENCIÁRIO,Saber se o requerimento administrativo de revisão marca início dos efeitos financeiros de nova RMI de benefício previdenciário.,"Os efeitos financeiros da revisão da RMI de benefício previdenciário devem retroagir à data do requerimento administrativo do próprio benefício, e não à data do pedido revisional.",PEDILEF 2009.72.55.008009-9/ SC,03/11/2011,Juiz Federal Herculano Martins Nacif,17/04/2013,23/04/2013,08/05/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-102.pdf
103,Julgado,DIREITO PREVIDENCIÁRIO,Saber se há suspensão da prescrição entre a data do protocolo do requerimento administrativo e a comunicação da decisão ao interessado.,Não corre a prescrição entre a data do protocolo do requerimento administrativo e a comunicação da decisão ao interessado. Vide Súmula n. 74 da TNU.,PEDILEF 0502234-79.2008.4.05.8102/ CE,28/10/2011,Juiz Federal Adel Américo de Oliveira,17/04/2013,26/04/2013,13/05/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-103.pdf
104,Julgado,DIREITO ADMINISTRATIVO,Saber se os valores da GAE pagos com base no plano de carreira anterior a 29/08/2008 podem ser recebidos cumulativamente com os valores da mesma natureza pagos com base em novo plano de carreira.,"A Medida Provisória n. 441/2008, convertida na Lei n. 11.907/2009, reestruturou os Cargos e Salários do Ministério da Fazenda absorvendo integralmente a GAE (LD n. 13/1992), sendo vedada sua cumulação com a nova estrutura remuneratória a partir de 1º/07/2008.",PEDILEF 0046988-50.2010.4.01.3400/ DF,29/08/2012,Juiz Federal Janilson Bezerra de Siqueira,17/04/2013,03/05/2013,20/05/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-104.pdf
105,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se é possível computar tempo em gozo de benefício por incapacidade, como período de carência, na concessão de benefício diverso.","A contagem do tempo de gozo de benefício por incapacidade é admissível para fins de carência, quando intercalado com períodos de contribuição.",PEDILEF 0047837-63.2008.4.03.6301/ SP,10/01/2012,Juiz Federal Rogério Moreira Alves,06/12/2012,10/05/2013,03/06/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-105.pdf
106,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se é possível revisar, administrativamente, benefício concedido em esfera judicial, inclusive em processo ainda em trâmite.","A concessão judicial de benefício por incapacidade não impede a revisão administrativa pelo INSS, na forma prevista em norma regulamentadora, mesmo durante o curso da demanda judicial.",PEDILEF 5000525-23.2012.4.04.7114/ RS,17/05/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,17/05/2013,07/06/2013,24/06/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-106.pdf
107,Julgado,DIREITO TRIBUTÁRIO,Saber se o empregador rural pessoa física pode ser equiparado a empresa para fins de incidência da contribuição para o salário-educação.,"O empregador rural pessoa física não se enquadra no conceito de empresa, não sendo sujeito passivo da contribuição para o salário-educação (art. 212, §5°, da Constituição Federal).",PEDILEF 2010.72.56.004167-6/ SC,17/05/2013,Juiz Federal Luiz Claudio Flores da Cunha,14/02/2014,17/05/2013 04/09/2013 14/02/2014,31/03/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-107.pdf
108,Julgado,DIREITO PROCESSUAL CIVIL,Saber se o roubo de mercadoria constitui motivo de força maior excludente da responsabilidade civil dos Correios.,"O roubo da mercadoria transportada constitui motivo de força maior, a exonerar o transportador da responsabilidade civil respectiva, uma vez demonstrado que não houve descuido no dever de cautela no transporte da mercadoria.",PEDILEF 2008.38.00.732849-3/ MG,04/09/2013,Juiz Federal Paulo Ernane Moreira Barros,04/09/2013,20/09/2013,07/10/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-108.pdf
109,Revisado (TEMA 810/STF),DIREITO PREVIDENCIÁRIO,"Saber se é aplicável o art. 1º-F da Lei n. 9.494/97, com redação dada pela Lei n. 11.960/2009, em valores em atraso até a data de expedição do precatório.","Tese firmada no Tema 810/STF: 1) O art. 1º-F da Lei nº 9.494/97, com a redação dada pela Lei nº 11.960/09, na parte em que disciplina os juros moratórios aplicáveis a condenações da Fazenda Pública, é inconstitucional ao incidir sobre débitos oriundos de relação jurídico-tributária, aos quais devem ser aplicados os mesmos juros de mora pelos quais a Fazenda Pública remunera seu crédito tributário, em respeito ao princípio constitucional da isonomia (CRFB, art. 5º, caput); quanto às condenações oriundas de relação jurídica não-tributária, a fixação dos juros moratórios segundo o índice de remuneração da caderneta de poupança é constitucional, permanecendo hígido, nesta extensão, o disposto no art. 1º-F da Lei nº 9.494/97 com a redação dada pela Lei nº 11.960/09; e 2) O art. 1º-F da Lei nº 9.494/97, com a redação dada pela Lei nº 11.960/09, na parte em que disciplina a atualização monetária das condenações impostas à Fazenda Pública segundo a remuneração oficial da caderneta de poupança, revela-se inconstitucional ao impor restrição desproporcional ao direito de propriedade (CRFB, art. 5º, XXII), uma vez que não se qualifica como medida adequada a capturar a variação de preços da economia, sendo inidônea a promover os fins a que se destina.",PEDILEF 0003060-22.2006.4.03.6314/ SP,09/10/2013,Juiz Federal João Batista Lazzari,09/10/2013,18/10/2013,19/05/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-109.pdf
110,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o valor da pensão por morte de dependentes de ex-ferroviária da RFFSA deve ser complementado, de forma a se equiparar aos valores pagos aos servidores da ativa, independentemente do valor da renda mensal fixada pelo INSS.","É possível a revisão de pensão por morte, para equiparação no mesmo valor dos servidores ativos, nos termos da Lei n. 8.186/91, que trata do regime de complementação de aposentadorias e pensões aos ex-ferroviários da RFFSA.",PEDILEF 2008.70.59.001393-3/ PR,09/10/2013,Juiz Federal Paulo Ernane Moreira Barros,09/10/2013,18/10/2013,17/03/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-110.pdf
111,Revisado - TEMA 808/STF,DIREITO TRIBUTÁRIO,Saber se incide imposto de renda sobre juros de mora de benefício previdenciário pago em atraso.,"Tese firmada no Tema 808/STF: Não incide imposto de renda sobre os juros de mora devidos pelo atraso no pagamento de remuneração por exercício de emprego, cargo ou função.",PEDILEF 5000554-76.2012.4.04.7113/RS,21/08/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,09/10/2013,04/11/2013,19/11/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-111.pdf
112,Julgado,DIREITO TRIBUTÁRIO,Saber se incide imposto de renda sobre verba paga por entidade de previdência privada a seus beneficiários quando da migração de plano.,"Incide imposto de renda sobre a verba paga por entidade de previdência privada a seus beneficiários a título de incentivo à migração de plano, quando não oriunda de recolhimentos efetuados pelos próprios contribuintes. Vide Tema 158/STJ.",PEDILEF 0015738-22.2007.4.01.3200/ AM,29/05/2013,Juiz Federal Adel Américo de Oliveira,04/09/2013,04/11/2013,19/11/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-112.pdf
113,Julgado,DIREITO PREVIDENCIÁRIO,Saber se a segurada desempregada faz jus à percepção de salário-maternidade.,"O salário-maternidade é devido mesmo nos casos de desemprego da gestante, hipótese em que deverá ser pago diretamente pela Previdência Social.",PEDILEF 2010.71.58.004921-6/ RS,13/11/2013,Juiz Federal Paulo Ernane Moreira Barros,13/11/2013,18/11/2013,03/12/2013,outputs\runs\run-20260614T135519671765Z\data\themes\tema-113.pdf
114,Julgado,DIREITO PREVIDENCIÁRIO,Saber a natureza da dependência econômica do filho maior inválido - se é absoluta ou relativa.,"Para fins previdenciários, a presunção de dependência econômica do filho inválido é relativa, motivo pelo qual fica afastada quando este auferir renda própria, devendo ela ser comprovada.",PEDILEF 0500518-97.2011.4.05.8300/ PE,21/08/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,13/11/2013,06/12/2013,13/01/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-114.pdf
115,Julgado,DIREITO PREVIDENCIÁRIO,"Saber como se define a natureza da atividade desenvolvida pelo trabalhador - se é rural ou urbana -, sem levar em conta o ramo da atividade do empregador.","Não é ramo de exploração de atividade econômica do empregador que define a natureza do trabalho desempenhado pelo empregado, se rural ou urbano, para fins de concessão do benefício previdenciário de aposentadoria.",PEDILEF 2009.39.00.701490-8/ PA,05/09/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,13/11/2013,14/01/2014,03/02/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-115.pdf
116,Cancelado - PEDILEF 0501742-39.2017.4.05.8501/SE (Tema 204/TNU),DIREITO PREVIDENCIÁRIO,"Saber se a viuvez do cônjuge varão, em momento antecedente a 05/10/1988, gera direito à percepção de pensão por morte.",Tese firmada no Tema 204/TNU: É possível a concessão de pensão por morte ao marido não inválido ainda que o óbito da instituidora tenha ocorrido anteriormente ao advento da Constituição Federal de 1988.,PEDILEF 0507408-95.2010.4.05.8200/ CE,14/02/2014,Juiz Federal Luiz Claudio Flores da Cunha,14/02/2014,02/05/2014,06/06/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-116.pdf
117,Julgado,DIREITO PREVIDENCIÁRIO,Saber como se realiza revisão do benefício de auxílio-doença concedido na vigência da MP n. 242/2005.,"É devida a revisão do benefício de auxílio-doença concedido pela sistemática da MP n. 242/2005, aplicando-se a Lei n. 8.213/91, em sua redação anterior ao advento da referida medida provisória.",PEDILEF 2007.38.00.740109-3/ MG,14/02/2014,Juíza Federal Ana Beatriz Vieira da Luz Palumbo,14/02/2014,28/03/2014,15/04/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-117.pdf
118,Julgado,DIREITO PREVIDENCIÁRIO,Saber se é possível conceder pensão por morte ao filho maior que fica inválido após o óbito.,A invalidez ocorrida após o óbito do instituidor não autoriza a concessão de pensão por morte para filho maior.,PEDILEF 0501099-40.2010.4.05.8400/ RN,14/02/2014,Juiz Federal Paulo Ernane Moreira Barros,14/02/2014,02/05/2014,19/05/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-118.pdf
119,Julgado,DIREITO PREVIDENCIÁRIO,Saber se fazem jus ao benefício de aposentadoria os segurados do INSS que preencheram os requisitos para tanto na vigência da Lei n. 6.950/81.,"Segurados do INSS que preencheram os requisitos para aposentadoria à época da vigência da Lei n. 6.950/81, mesmo que tenham se aposentado após o advento da Lei n. 8.213/91, têm direito à revisão do benefício, ainda que, para isso, a data de concessão tenha de ser alterada para o período denominado “buraco negro”, ou seja, entre 5 de outubro de 1988 e 5 de abril de 1991.",PEDILEF 0002528-67.2009.4.03.6306/ SP,12/03/2014,Juiz Federal João Batista Lazzari,12/03/2014,23/05/2014,10/06/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-119.pdf
120,Julgado,DIREITO PREVIDENCIÁRIO,"Saber quais os reflexos do Memorando-Circular Conjunto 21/DIRBEN/PFEINSS, de 15-4-2010, na análise da prescrição e decadência dos pedidos de revisão de benefícios.","A revisão do benefício de aposentadoria por invalidez decorrente da conversão do auxílio- doença, nos termos do art. 29, II, da Lei n. 8.213/91, sujeita-se ao prazo decadencial previsto no art. 103 da Lei n. 8.213/91, cujo marco inicial é a data da concessão do benefício originário. O prazo decadencial para revisão pelo art. 29, II, da Lei 8.213/91 se inicia a contar de 15/04/2010, em razão do reconhecimento administrativo do direito, perpetrada pelo Memorando-Circular Conjunto 21/DIRBENS/PFEINSS. Em razão do Memorando 21/DIRBEN/PFEINSS, de 15-4-2010, que reconhece o direito do segurado à revisão pelo art. 29, II, da Lei n. 8.213/91, os prazos prescricionais em curso voltaram a correr integralmente a partir de sua publicação. Vide Tema 134.",PEDILEF 5007045-38.2012.4.04.7101/ RS,19/12/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,12/03/2014,25/04/2014,12/05/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-120.pdf
121,Julgado,DIREITO TRIBUTÁRIO,Saber se é possível aplicar a isenção de imposto de renda concedida aos proventos de aposentadoria aos servidores em atividade.,"A isenção do imposto de renda prevista no art. 6º, XIV, da Lei n. 7.713/88, aplica-se somente aos proventos de aposentadoria recebidos pelos portadores de moléstias graves, não alcançando à remuneração do servidor em atividade.",PEDILEF 0066157-33.2004.4.01.3400/ DF,02/12/2013,Juiz Federal Gláucio Ferreira Maciel Gonçalves,09/04/2014,25/04/2014,12/05/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-121.pdf
122,Julgado,DIREITO PREVIDENCIÁRIO,Saber se o atendimento do critério objetivo da renda para a concessão do benefício assistencial pode ser afastado por outros meios de prova.,"O critério objetivo consubstanciado na exigência de renda familiar per capita inferior a ¼ do salário-mínimo gera uma presunção relativa de miserabilidade, que pode, portanto, ser afastada por outros elementos de prova.",PEDILEF 5000493-92.2014.4.04.7002/ PR,,Juiz Federal Daniel Machado da Rocha,14/04/2016,15/04/2016,09/05/2016,outputs\runs\run-20260614T135519671765Z\data\themes\tema-122.pdf
123,Julgado,DIREITO PREVIDENCIÁRIO,Saber se os valores percebidos a título de antecipação dos efeitos da tutela devem ser devolvidos em caso de julgamento de mérito desfavorável.,"""Os valores recebidos de boa-fé por força de antecipação de tutela, em se tratando de decisão de primeiro grau reformada em segundo grau, devem ser devolvidos, nos termos do entendimento firmado pelo Superior Tribunal de Justiça (Tema/Repetitivo 692 e PET 10.996/SC)"". (Tese - Tema 692/STJ: A reforma da decisão que antecipa os efeitos da tutela final obriga o autor da ação a devolver os valores dos benefícios previdenciários ou assistenciais recebidos, o que pode ser feito por meio de desconto em valor que não exceda 30% (trinta por cento) da importância de eventual benefício que ainda lhe estiver sendo pago.)",PEDILEF 5000711-91.2013.4.04.7120/ PR,,Juiz Federal Douglas Camarinha Gonzales,30/08/2017,30/10/2017 - DJe,24/11/2017,outputs\runs\run-20260614T135519671765Z\data\themes\tema-123.pdf
124,Revisado - Tema 1095/STF,DIREITO PREVIDENCIÁRIO,Saber se é devido o adicional de 25% em casos de necessidade de auxílio perante terceiros a toda e qualquer aposentadoria.,"Tese firmada no Tema 1095/STF: ""No âmbito do Regime Geral de Previdência Social (RGPS), somente lei pode criar ou ampliar benefícios e vantagens previdenciárias, não havendo, por ora, previsão de extensão do auxílio da grande invalidez a todas às espécies de aposentadoria.""",PEDILEF 5000890-49.2014.4.04.7133/ RS,03/03/2016,Juiz Federal Sérgio Murilo Wanderley Queiroga,12/05/2016,20/05/2016,21/07/2022 (na origem),outputs\runs\run-20260614T135519671765Z\data\themes\tema-124.pdf
