decisionId,temaTnu,consonancia,validade,justificativa
1109,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1145,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1186,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1187,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1190,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1203,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1204,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1205,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1228,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1236,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1258,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1291,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1305,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1316,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1332,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1335,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1355,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1359,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1371,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1372,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1386,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1404,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1405,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1426,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1427,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1451,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1452,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1455,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1456,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1459,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1460,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1478,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1486,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1488,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1489,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1490,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1504,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1506,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1507,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1509,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1525,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1550,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1590,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1595,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1615,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1622,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1624,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1648,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1668,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1682,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1687,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1688,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1689,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1690,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1691,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1692,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1698,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1721,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1724,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1757,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1777,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1778,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1805,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1812,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1815,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1840,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1863,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1864,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1901,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1908,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1918,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1922,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1937,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1940,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1970,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1823,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
135,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
151,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
232,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
249,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
351,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
353,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
461,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
489,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
532,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
597,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
761,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
762,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
783,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
860,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
891,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
892,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
969,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
971,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1036,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1056,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1214,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1499,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1707,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1782,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1953,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1518,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
842,165,CONSONANCIA,VALIDA,Tema 165 selecionado por semelhanca de assunto.
1973,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1635,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1636,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1637,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1457,97,CONSONANCIA,VALIDA,Tema 97 selecionado por semelhanca de assunto.
1578,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1579,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1290,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
994,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
530,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1008,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1010,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1012,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
120,322,CONSONANCIA,VALIDA,Tema 322 selecionado por semelhanca de assunto.
106,324,CONSONANCIA,VALIDA,Tema 324 selecionado por semelhanca de assunto.
382,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1363,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
709,324,CONSONANCIA,VALIDA,Tema 324 selecionado por semelhanca de assunto.
70,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
1139,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1875,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1933,339,CONSONANCIA,VALIDA,Tema 339 selecionado por semelhanca de assunto.
1934,339,CONSONANCIA,VALIDA,Tema 339 selecionado por semelhanca de assunto.
278,244,CONSONANCIA,VALIDA,Tema 244 selecionado por semelhanca de assunto.
1508,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
504,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1066,345,NAO_APLICAVEL,VALIDA,Tema 345 selecionado por semelhanca de assunto.
235,81,CONSONANCIA,VALIDA,Tema 81 selecionado por semelhanca de assunto.
661,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
1045,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
1113,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
1999,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
1734,165,CONSONANCIA,VALIDA,Tema 165 selecionado por semelhanca de assunto.
810,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
74,183,CONSONANCIA,VALIDA,Tema 183 selecionado por semelhanca de assunto.
108,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1107,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1321,20,CONSONANCIA,VALIDA,Tema 20 selecionado por semelhanca de assunto.
390,277,CONSONANCIA,VALIDA,Tema 277 selecionado por semelhanca de assunto.
418,20,CONSONANCIA,VALIDA,Tema 20 selecionado por semelhanca de assunto.
521,20,CONSONANCIA,VALIDA,Tema 20 selecionado por semelhanca de assunto.
1098,20,CONSONANCIA,VALIDA,Tema 20 selecionado por semelhanca de assunto.
1828,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1192,69,CONSONANCIA,VALIDA,Tema 69 selecionado por semelhanca de assunto.
772,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1617,20,CONSONANCIA,VALIDA,Tema 20 selecionado por semelhanca de assunto.
1618,20,CONSONANCIA,VALIDA,Tema 20 selecionado por semelhanca de assunto.
1663,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1860,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
218,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1558,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
741,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1410,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1411,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1839,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1905,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1926,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
889,45,CONSONANCIA,VALIDA,Tema 45 selecionado por semelhanca de assunto.
1837,45,CONSONANCIA,VALIDA,Tema 45 selecionado por semelhanca de assunto.
1073,27,CONSONANCIA,VALIDA,Tema 27 selecionado por semelhanca de assunto.
1844,27,CONSONANCIA,VALIDA,Tema 27 selecionado por semelhanca de assunto.
1963,27,CONSONANCIA,VALIDA,Tema 27 selecionado por semelhanca de assunto.
1243,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1277,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
213,244,CONSONANCIA,VALIDA,Tema 244 selecionado por semelhanca de assunto.
1755,277,CONSONANCIA,VALIDA,Tema 277 selecionado por semelhanca de assunto.
196,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
202,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1935,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1585,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1398,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1961,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
534,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
552,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
865,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
885,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
902,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
965,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
1502,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
1657,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
1760,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
1834,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
1989,358,CONSONANCIA,VALIDA,Tema 358 selecionado por semelhanca de assunto.
287,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
290,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1104,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
1545,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1626,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1789,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1843,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1885,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1929,27,CONSONANCIA,VALIDA,Tema 27 selecionado por semelhanca de assunto.
1129,165,CONSONANCIA,VALIDA,Tema 165 selecionado por semelhanca de assunto.
1959,165,CONSONANCIA,VALIDA,Tema 165 selecionado por semelhanca de assunto.
1288,94,CONSONANCIA,VALIDA,Tema 94 selecionado por semelhanca de assunto.
68,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
631,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
888,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1292,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
1653,243,CONSONANCIA,VALIDA,Tema 243 selecionado por semelhanca de assunto.
1697,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
21,88,CONSONANCIA,VALIDA,Tema 88 selecionado por semelhanca de assunto.
282,88,CONSONANCIA,VALIDA,Tema 88 selecionado por semelhanca de assunto.
513,84,CONSONANCIA,VALIDA,Tema 84 selecionado por semelhanca de assunto.
935,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
938,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1270,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1759,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
599,88,CONSONANCIA,VALIDA,Tema 88 selecionado por semelhanca de assunto.
674,88,CONSONANCIA,VALIDA,Tema 88 selecionado por semelhanca de assunto.
1383,220,CONSONANCIA,VALIDA,Tema 220 selecionado por semelhanca de assunto.
57,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
622,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1043,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1824,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
900,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
48,183,CONSONANCIA,VALIDA,Tema 183 selecionado por semelhanca de assunto.
1780,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
356,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
993,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
708,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
166,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1423,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1481,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
490,243,CONSONANCIA,VALIDA,Tema 243 selecionado por semelhanca de assunto.
1987,99,CONSONANCIA,VALIDA,Tema 99 selecionado por semelhanca de assunto.
1268,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1275,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1300,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1521,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
854,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1719,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
1256,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1857,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
230,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
233,244,CONSONANCIA,VALIDA,Tema 244 selecionado por semelhanca de assunto.
1417,320,CONSONANCIA,VALIDA,Tema 320 selecionado por semelhanca de assunto.
1938,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
229,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
792,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
890,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1199,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
126,10,CONSONANCIA,VALIDA,Tema 10 selecionado por semelhanca de assunto.
17,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
426,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
873,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
1758,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
833,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
43,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
752,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
979,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1194,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
358,10,CONSONANCIA,VALIDA,Tema 10 selecionado por semelhanca de assunto.
1152,229,CONSONANCIA,VALIDA,Tema 229 selecionado por semelhanca de assunto.
1379,229,CONSONANCIA,VALIDA,Tema 229 selecionado por semelhanca de assunto.
1413,229,CONSONANCIA,VALIDA,Tema 229 selecionado por semelhanca de assunto.
1495,229,CONSONANCIA,VALIDA,Tema 229 selecionado por semelhanca de assunto.
1546,229,CONSONANCIA,VALIDA,Tema 229 selecionado por semelhanca de assunto.
260,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
261,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
55,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
219,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
221,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
226,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
263,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
274,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
277,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
413,257,CONSONANCIA,VALIDA,Tema 257 selecionado por semelhanca de assunto.
423,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
711,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
743,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
962,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1035,334,CONSONANCIA,VALIDA,Tema 334 selecionado por semelhanca de assunto.
1362,257,CONSONANCIA,VALIDA,Tema 257 selecionado por semelhanca de assunto.
1390,257,CONSONANCIA,VALIDA,Tema 257 selecionado por semelhanca de assunto.
1425,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1462,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1465,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1475,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1997,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
7,257,CONSONANCIA,VALIDA,Tema 257 selecionado por semelhanca de assunto.
334,27,CONSONANCIA,VALIDA,Tema 27 selecionado por semelhanca de assunto.
1467,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1768,257,CONSONANCIA,VALIDA,Tema 257 selecionado por semelhanca de assunto.
602,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
206,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
306,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
547,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
937,340,CONSONANCIA,VALIDA,Tema 340 selecionado por semelhanca de assunto.
987,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1112,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1114,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1171,340,CONSONANCIA,VALIDA,Tema 340 selecionado por semelhanca de assunto.
1325,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1795,340,CONSONANCIA,VALIDA,Tema 340 selecionado por semelhanca de assunto.
1485,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1995,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
896,32,CONSONANCIA,VALIDA,Tema 32 selecionado por semelhanca de assunto.
122,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1093,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1324,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1744,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1616,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
1708,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
472,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
644,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
645,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
646,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
647,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
648,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
649,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
650,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
651,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
695,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
696,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
698,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
699,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
700,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
713,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
714,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
715,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
716,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
717,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
718,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
719,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
720,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1639,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1640,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1669,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
225,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
505,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
879,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
